sample	gene	chrom	start	end	compartment	nearest_te_bp	nearest_te_family
Cx_pallens	gene-LOC6032210	NC_068939.1	179550264	179551172	core	286	Unknown
Cx_pallens	gene-LOC6032209	NC_068939.1	179551238	179551884	core	170	Unknown
Cx_pallens	gene-LOC6032208	NC_068939.1	179559473	179568879	core	0	Simple_repeat
Cx_pallens	gene-LOC6032206	NC_068939.1	179573019	179598512	core	0	Simple_repeat
Cx_pallens	gene-LOC6032205	NC_068939.1	179616253	179617091	core	154	Unknown
Cx_pallens	gene-LOC6032204	NC_068939.1	179623306	179632649	core	0	Unknown
Cx_pallens	gene-LOC6032202	NC_068939.1	179642138	179697426	core	0	Unknown
Cx_pallens	gene-LOC6032201	NC_068939.1	179727565	179729203	core	137	LTR/Copia
Cx_pallens	gene-LOC6032200	NC_068939.1	179729392	179734464	core	0	Simple_repeat
Cx_pallens	gene-LOC6032199	NC_068939.1	179734431	179739550	core	0	Simple_repeat
Cx_pallens	gene-LOC6032198	NC_068939.1	179742921	179744614	core	0	Simple_repeat
Cx_pallens	gene-LOC6032197	NC_068939.1	179749106	179749634	core	0	Unknown
Cx_pallens	gene-LOC119770835	NC_068939.1	179750101	179750622	core	91	Unknown
Cx_pallens	gene-LOC6047553	NC_068939.1	179802466	179860140	core	0	Unknown
Cx_pallens	gene-LOC119768898	NC_068939.1	179873592	179874804	core	0	LINE/RTE-BovB
Cx_pallens	gene-LOC6047547	NC_068939.1	179901866	179926909	core	0	Unknown
Cx_pallens	gene-LOC6047549	NC_068939.1	179951214	179952479	shell	3	Low_complexity
Cx_pallens	gene-LOC6047551	NC_068939.1	180065402	180157453	core	0	Simple_repeat
Cx_pallens	gene-LOC6051945	NC_068939.1	180221308	180223031	core	185	Simple_repeat
Cx_pallens	gene-LOC6050873	NC_068939.1	180227502	180492143	core	0	Simple_repeat
Cx_pallens	gene-LOC6054360	NC_068939.1	180426939	180428257	core	254	Unknown
Cx_pallens	gene-LOC6054693	NC_068939.1	180595733	180625480	shell	0	Simple_repeat
Cx_pallens	gene-LOC6046244	NC_068939.1	180629435	180648245	shell	0	tRNA
Cx_pallens	gene-LOC6046245	NC_068939.1	180641253	180642103	core	0	Simple_repeat
Cx_pallens	gene-LOC6046247	NC_068939.1	180650894	180651804	core	380	Unknown
Cx_pallens	gene-LOC6046249	NC_068939.1	180664378	180665373	core	0	Simple_repeat
Cx_pallens	gene-LOC6046251	NC_068939.1	180673580	180687296	core	0	Unknown
Cx_pallens	gene-LOC6046252	NC_068939.1	180692943	180694321	core	194	Unknown
Cx_pallens	gene-LOC6046253	NC_068939.1	180699793	180701194	core	0	Simple_repeat
Cx_pallens	gene-LOC119770806	NC_068939.1	180734000	180735622	shell	0	Simple_repeat
Cx_pallens	gene-LOC6046255	NC_068939.1	180739783	180741480	shell	38	Unknown
Cx_pallens	gene-LOC6046256	NC_068939.1	180741484	180742789	core	0	Simple_repeat
Cx_pallens	gene-LOC6046260	NC_068939.1	180747409	180791883	core	0	Unknown
Cx_pallens	gene-LOC6046259	NC_068939.1	180776114	180777390	core	64	Simple_repeat
Cx_pallens	gene-LOC6046262	NC_068939.1	180796727	180960472	core	0	Simple_repeat
Cx_pallens	gene-LOC6046263	NC_068939.1	180840139	180840761	core	421	Unknown
Cx_pallens	gene-LOC6047826	NC_068939.1	181009061	181011322	core	0	Unknown
Cx_pallens	gene-LOC6047828	NC_068939.1	181015256	181015706	shell	0	Simple_repeat
Cx_pallens	gene-LOC119769087	NC_068939.1	181038724	181040604	core	0	LINE/RTE-BovB
Cx_pallens	gene-LOC6047827	NC_068939.1	181044039	181044742	core	152	Simple_repeat
Cx_pallens	gene-LOC6047825	NC_068939.1	181101687	181301275	core	0	Simple_repeat
Cx_pallens	gene-LOC119770804	NC_068939.1	181304475	181305588	core	86	Unknown
Cx_pallens	gene-LOC6046837	NC_068939.1	181702335	181705290	shell	0	Simple_repeat
Cx_pallens	gene-LOC6054405	NC_068939.1	181711057	181711721	core	140	Unknown
Cx_pallens	gene-LOC119770266	NC_068939.1	181726973	181727763	core	223	Unknown
Cx_pallens	gene-LOC119770364	NC_068939.1	181727952	181728604	core	16	Simple_repeat
Cx_pallens	gene-LOC119770518	NC_068939.1	181729395	181730202	core	129	Simple_repeat
Cx_pallens	gene-LOC6045228	NC_068939.1	181738791	181739518	core	363	Unknown
Cx_pallens	gene-LOC6045232	NC_068939.1	181781620	181788765	shell	0	Simple_repeat
Cx_pallens	gene-LOC119770469	NC_068939.1	181815013	181815674	core	976	Unknown
Cx_pallens	gene-LOC6045231	NC_068939.1	181815653	181816341	core	309	Unknown
Cx_pallens	gene-LOC6045230	NC_068939.1	181822656	181823838	core	0	Simple_repeat
Cx_pallens	gene-LOC6045235	NC_068939.1	181826062	181827396	core	599	Simple_repeat
Cx_pallens	gene-LOC6045233	NC_068939.1	181837312	181837987	core	381	Unknown
Cx_pallens	gene-LOC6044719	NC_068939.1	181847457	182006648	core	0	Unknown
Cx_pallens	gene-LOC6044718	NC_068939.1	181852492	181857251	core	0	Unknown
Cx_pallens	gene-LOC6044720	NC_068939.1	182007148	182015107	core	0	Unknown
Cx_pallens	gene-LOC119770777	NC_068939.1	182015411	182016095	core	330	Unknown
Cx_pallens	gene-LOC6044724	NC_068939.1	182020004	182080059	shell	0	Unknown
Cx_pallens	gene-LOC6044722	NC_068939.1	182084537	182085135	core	88	Unknown
Cx_pallens	gene-LOC6044723	NC_068939.1	182090001	182090783	core	70	Simple_repeat
Cx_pallens	gene-LOC6044725	NC_068939.1	182094849	182096127	core	451	Unknown
Cx_pallens	gene-LOC119770776	NC_068939.1	182099962	182100813	core	680	Unknown
Cx_pallens	gene-LOC119770775	NC_068939.1	182104197	182105580	core	279	Unknown
Cx_pallens	gene-LOC119770771	NC_068939.1	182123214	182123804	core	86	Unknown
Cx_pallens	gene-LOC6044727	NC_068939.1	182129444	182130641	core	0	Unknown
Cx_pallens	gene-LOC6044728	NC_068939.1	182131380	182132737	core	468	Unknown
Cx_pallens	gene-LOC6044729	NC_068939.1	182143181	182144070	core	54	Unknown
Cx_pallens	gene-LOC6044731	NC_068939.1	182145275	182153173	core	0	Unknown
Cx_pallens	gene-LOC6044732	NC_068939.1	182155931	182156876	core	0	Low_complexity
Cx_pallens	gene-LOC6044733	NC_068939.1	182156857	182159451	core	187	Low_complexity
Cx_pallens	gene-LOC6044734	NC_068939.1	182159460	182160453	core	90	Unknown
Cx_pallens	gene-LOC6044735	NC_068939.1	182164198	182165674	core	244	Unknown
Cx_pallens	gene-LOC6044737	NC_068939.1	182168976	182170524	core	58	Unknown
Cx_pallens	gene-LOC6044740	NC_068939.1	182177008	182178367	core	249	LTR/Unknown
Cx_pallens	gene-LOC6044739	NC_068939.1	182196597	182207449	core	0	Unknown
Cx_pallens	gene-LOC119769748	NC_068939.1	182209254	182211822	core	149	Unknown
Cx_pallens	gene-LOC119769749	NC_068939.1	182211881	182213587	core	267	Unknown
Cx_pallens	gene-LOC6044741	NC_068939.1	182215208	182232203	core	0	Simple_repeat
Cx_pallens	gene-LOC6044742	NC_068939.1	182232526	182233283	core	161	LTR/Copia
Cx_pallens	gene-LOC6044743	NC_068939.1	182233425	182235405	core	1060	LTR/Copia
Cx_pallens	gene-LOC6044744	NC_068939.1	182235540	182258440	core	0	Unknown
Cx_pallens	gene-LOC6044745	NC_068939.1	182241016	182242277	core	85	Unknown
Cx_pallens	gene-LOC6044746	NC_068939.1	182244602	182255512	core	0	Unknown
Cx_pallens	gene-LOC119769189	NC_068939.1	182258473	182259024	core	536	Unknown
Cx_pallens	gene-LOC6044747	NC_068939.1	182263189	182264214	shell	45	Unknown
Cx_pallens	gene-LOC6044748	NC_068939.1	182269410	182270280	core	29	Unknown
Cx_pallens	gene-LOC119770758	NC_068939.1	182278855	182280041	shell	209	Unknown
Cx_pallens	gene-LOC119769724	NC_068939.1	182280194	182281190	core	602	Unknown
Cx_pallens	gene-LOC6044749	NC_068939.1	182286516	182290792	core	0	Simple_repeat
Cx_pallens	gene-LOC6044750	NC_068939.1	182293710	182310922	shell	0	Simple_repeat
Cx_pallens	gene-LOC6044751	NC_068939.1	182316482	182318460	core	0	Simple_repeat
Cx_pallens	gene-LOC6044753	NC_068939.1	182321613	182323140	core	0	Unknown
Cx_pallens	gene-LOC6044755	NC_068939.1	182326632	182336258	core	0	Simple_repeat
Cx_pallens	gene-LOC6044757	NC_068939.1	182343537	182390271	core	0	Simple_repeat
Cx_pallens	gene-LOC119768866	NC_068939.1	182350805	182351848	core	0	Unknown
Cx_pallens	gene-LOC6044883	NC_068939.1	182533041	182548679	core	0	Unknown
Cx_pallens	gene-LOC6044882	NC_068939.1	182557874	182558838	core	0	Simple_repeat
Cx_pallens	gene-LOC119765627	NC_068939.1	182771746	182771856	shell	0	Unknown
Cx_pallens	gene-LOC6038982	NC_068939.1	182859345	182890946	core	0	Unknown
Cx_pallens	gene-LOC6038983	NC_068939.1	182913571	182917542	core	420	Unknown
Cx_pallens	gene-LOC6038984	NC_068939.1	182955787	182968104	core	0	Unknown
Cx_pallens	gene-LOC6038985	NC_068939.1	182975944	183005401	core	0	Unknown
Cx_pallens	gene-LOC119770135	NC_068939.1	183012533	183013025	shell	0	Simple_repeat
Cx_pallens	gene-LOC6038987	NC_068939.1	183014537	183019398	shell	0	Simple_repeat
Cx_pallens	gene-LOC6038988	NC_068939.1	183020253	183024009	shell	0	Unknown
Cx_pallens	gene-LOC6038989	NC_068939.1	183032350	183037059	core	0	Unknown
Cx_pallens	gene-LOC6038990	NC_068939.1	183040915	183049904	core	0	Simple_repeat
Cx_pallens	gene-LOC6038993	NC_068939.1	183053386	183198849	core	0	Simple_repeat
Cx_pallens	gene-LOC6038996	NC_068939.1	183205112	183214113	core	0	Simple_repeat
Cx_pallens	gene-LOC6038998	NC_068939.1	183217575	183285035	core	0	Simple_repeat
Cx_pallens	gene-LOC6039000	NC_068939.1	183288243	183289416	core	247	LTR/Pao
Cx_pallens	gene-LOC6039001	NC_068939.1	183288340	183296431	core	0	Simple_repeat
Cx_pallens	gene-LOC6039002	NC_068939.1	183306898	183308693	core	486	Unknown
Cx_pallens	gene-LOC6039003	NC_068939.1	183389164	183430742	shell	0	Simple_repeat
Cx_pallens	gene-LOC6039004	NC_068939.1	183442730	183456119	core	0	Simple_repeat
Cx_pallens	gene-LOC6039005	NC_068939.1	183460463	183463155	core	373	LTR/Copia
Cx_pallens	gene-LOC6039006	NC_068939.1	183467047	183468697	core	0	Simple_repeat
Cx_pallens	gene-LOC6039007	NC_068939.1	183484173	183492181	core	0	Unknown
Cx_pallens	gene-LOC6039009	NC_068939.1	183496491	183589112	core	0	Simple_repeat
Cx_pallens	gene-LOC6039010	NC_068939.1	183594447	183596312	core	98	Unknown
Cx_pallens	gene-LOC6039012	NC_068939.1	183598934	183600673	core	0	Simple_repeat
Cx_pallens	gene-LOC6039013	NC_068939.1	183606798	183608525	core	29	Unknown
Cx_pallens	gene-LOC119769787	NC_068939.1	183617412	183617750	core	0	LINE/I-Jockey
Cx_pallens	gene-LOC6039019	NC_068939.1	183629258	183631526	core	42	Unknown
Cx_pallens	gene-LOC6048806	NC_068939.1	183867222	184125348	core	0	Simple_repeat
Cx_pallens	gene-LOC6048800	NC_068939.1	184211516	184213981	core	0	Simple_repeat
Cx_pallens	gene-LOC6048802	NC_068939.1	184217311	184221574	core	65	Unknown
Cx_pallens	gene-LOC6048804	NC_068939.1	184230461	184243667	core	0	Unknown
Cx_pallens	gene-LOC6048805	NC_068939.1	184235660	184248106	core	0	Low_complexity
Cx_pallens	gene-LOC6040520	NC_068939.1	184392344	184394421	core	45	Unknown
Cx_pallens	gene-LOC6040518	NC_068939.1	184437507	184439064	core	0	Simple_repeat
Cx_pallens	gene-LOC119768998	NC_068939.1	184529807	184531773	core	0	LTR/Pao
Cx_pallens	gene-LOC119765476	NC_068939.1	184532239	184532955	core	0	LTR/Pao
Cx_pallens	gene-LOC6040515	NC_068939.1	184556431	184610797	core	0	Unknown
Cx_pallens	gene-LOC6040514	NC_068939.1	184613870	184615273	core	64	Unknown
Cx_pallens	gene-LOC6040513	NC_068939.1	184626015	184689194	core	0	Simple_repeat
Cx_pallens	gene-LOC6040512	NC_068939.1	184691596	184692158	core	56	Unknown
Cx_pallens	gene-LOC6040508	NC_068939.1	184700582	184712530	core	0	Simple_repeat
Cx_pallens	gene-LOC6040507	NC_068939.1	184716185	184718368	core	0	Low_complexity
Cx_pallens	gene-LOC6040504	NC_068939.1	184762914	184793941	core	0	Simple_repeat
Cx_pallens	gene-LOC6040502	NC_068939.1	184831063	184831804	core	199	Unknown
Cx_pallens	gene-LOC6040501	NC_068939.1	184831833	184834175	core	194	Unknown
Cx_pallens	gene-LOC6040500	NC_068939.1	184842209	184843363	core	424	Unknown
Cx_pallens	gene-LOC6040499	NC_068939.1	184856740	184886121	core	0	Unknown
Cx_pallens	gene-LOC6040498	NC_068939.1	184860846	184863823	core	1046	Unknown
Cx_pallens	gene-LOC119768691	NC_068939.1	184864336	184867261	core	2235	Unknown
Cx_pallens	gene-LOC6040497	NC_068939.1	184867431	184871319	core	0	Unknown
Cx_pallens	gene-LOC6040496	NC_068939.1	184874572	184883250	core	0	Low_complexity
Cx_pallens	gene-LOC6040495	NC_068939.1	184891559	184900718	core	0	Simple_repeat
Cx_pallens	gene-LOC6040494	NC_068939.1	184917716	184924862	core	0	Unknown
Cx_pallens	gene-LOC6040493	NC_068939.1	184925333	184930249	core	0	Unknown
Cx_pallens	gene-LOC6040490	NC_068939.1	184985776	184988032	core	68	Unknown
Cx_pallens	gene-LOC6040488	NC_068939.1	184992786	184997779	core	0	Unknown
Cx_pallens	gene-LOC6040487	NC_068939.1	185000280	185001491	core	589	Unknown
Cx_pallens	gene-LOC6040486	NC_068939.1	185002037	185003679	core	85	Unknown
Cx_pallens	gene-LOC6040485	NC_068939.1	185005773	185007440	core	3	Simple_repeat
Cx_pallens	gene-LOC6040484	NC_068939.1	185007534	185009004	core	13	Simple_repeat
Cx_pallens	gene-LOC6040483	NC_068939.1	185009480	185011417	core	14	Unknown
Cx_pallens	gene-LOC6040482	NC_068939.1	185027587	185034317	core	0	Unknown
Cx_pallens	gene-LOC6040481	NC_068939.1	185037492	185044991	core	0	Simple_repeat
Cx_pallens	gene-LOC6040480	NC_068939.1	185046537	185047984	core	0	Simple_repeat
Cx_pallens	gene-LOC6040479	NC_068939.1	185048410	185054317	shell	0	Unknown
Cx_pallens	gene-LOC6040478	NC_068939.1	185057684	185058881	core	141	Unknown
Cx_pallens	gene-LOC6040477	NC_068939.1	185059576	185068632	core	0	Low_complexity
Cx_pallens	gene-LOC6040476	NC_068939.1	185072155	185073994	core	0	Unknown
Cx_pallens	gene-LOC6040475	NC_068939.1	185077283	185084896	core	0	Unknown
Cx_pallens	gene-LOC6040469	NC_068939.1	185087258	185090266	core	0	Unknown
Cx_pallens	gene-LOC6040468	NC_068939.1	185101608	185102920	core	296	Simple_repeat
Cx_pallens	gene-LOC119769390	NC_068939.1	185105936	185107814	core	0	Unknown
Cx_pallens	gene-LOC6040472	NC_068939.1	185121868	185135569	core	0	LTR/Pao
Cx_pallens	gene-LOC119769933	NC_068939.1	185145531	185146815	core	0	Unknown
Cx_pallens	gene-LOC6040471	NC_068939.1	185150628	185178963	core	0	Unknown
Cx_pallens	gene-LOC6040473	NC_068939.1	185186989	185211420	core	0	LTR/Unknown
Cx_pallens	gene-LOC6040470	NC_068939.1	185195275	185196833	core	15	Unknown
Cx_pallens	gene-LOC6040521	NC_068939.1	185220062	185221880	core	169	Unknown
Cx_pallens	gene-LOC6042675	NC_068939.1	185225578	185228076	shell	0	Low_complexity
Cx_pallens	gene-LOC6042674	NC_068939.1	185231485	185237868	core	0	Unknown
Cx_pallens	gene-LOC6040506	NC_068939.1	185240542	185240838	core	473	LTR/Unknown
Cx_pallens	gene-LOC6042672	NC_068939.1	185272121	185274291	core	0	LINE/L1-Tx1
Cx_pallens	gene-LOC6042671	NC_068939.1	185277105	185279559	core	0	Simple_repeat
Cx_pallens	gene-LOC6042670	NC_068939.1	185279620	185280372	core	53	LTR/Gypsy
Cx_pallens	gene-LOC6042669	NC_068939.1	185291688	185293827	shell	0	Simple_repeat
Cx_pallens	gene-LOC6042668	NC_068939.1	185294733	185320995	core	0	Unknown
Cx_pallens	gene-LOC6042667	NC_068939.1	185323486	185339028	core	0	Simple_repeat
Cx_pallens	gene-LOC6042666	NC_068939.1	185354685	185371541	core	0	Simple_repeat
Cx_pallens	gene-LOC6042665	NC_068939.1	185378585	185400678	core	0	Simple_repeat
Cx_pallens	gene-LOC6042664	NC_068939.1	185402761	185419552	core	0	DNA/CMC-Transib
Cx_pallens	gene-LOC6042663	NC_068939.1	185422227	185424258	core	0	Simple_repeat
Cx_pallens	gene-LOC6042662	NC_068939.1	185437455	185438508	core	900	Unknown
Cx_pallens	gene-LOC6042659	NC_068939.1	185438554	185464979	core	0	LINE/CR1
Cx_pallens	gene-LOC6042657	NC_068939.1	185488356	185492999	core	0	Unknown
Cx_pallens	gene-LOC6042656	NC_068939.1	185492906	185494150	core	250	Unknown
Cx_pallens	gene-LOC6042655	NC_068939.1	185498406	185505863	core	0	Unknown
Cx_pallens	gene-LOC6042654	NC_068939.1	185506299	185509396	core	70	Unknown
Cx_pallens	gene-LOC119770667	NC_068939.1	185511763	185512428	core	0	Unknown
Cx_pallens	gene-LOC6042652	NC_068939.1	185516526	185528754	core	0	Unknown
Cx_pallens	gene-LOC6042651	NC_068939.1	185532679	185565877	core	0	Unknown
Cx_pallens	gene-LOC6042650	NC_068939.1	185543986	185551367	core	0	Simple_repeat
Cx_pallens	gene-LOC6042647	NC_068939.1	185558192	185566505	core	0	Simple_repeat
Cx_pallens	gene-LOC6042645	NC_068939.1	185568264	185569533	core	101	Unknown
Cx_pallens	gene-LOC6042643	NC_068939.1	185575675	185631540	core	0	Unknown
Cx_pallens	gene-LOC6042646	NC_068939.1	185652700	185653496	core	263	Unknown
Cx_pallens	gene-LOC6042641	NC_068939.1	185653493	185657009	core	0	Low_complexity
Cx_pallens	gene-LOC119770120	NC_068939.1	185660740	185681909	core	0	Simple_repeat
Cx_pallens	gene-LOC119770711	NC_068939.1	185721929	185723521	core	0	Simple_repeat
Cx_pallens	gene-LOC6053018	NC_068939.1	185728111	185754757	core	0	Simple_repeat
Cx_pallens	gene-LOC6046375	NC_068939.1	185767877	185780341	core	0	Unknown
Cx_pallens	gene-LOC6046368	NC_068939.1	185786294	185807407	shell	0	Simple_repeat
Cx_pallens	gene-LOC6054097	NC_068939.1	185810385	185816716	core	0	Simple_repeat
Cx_pallens	gene-LOC119768837	NC_068939.1	185816621	185817288	core	167	Unknown
Cx_pallens	gene-LOC6054098	NC_068939.1	185820881	185826187	core	0	Simple_repeat
Cx_pallens	gene-LOC6046099	NC_068939.1	185857727	185878537	core	0	Unknown
Cx_pallens	gene-LOC6046072	NC_068939.1	185889781	185898984	core	0	LTR/Pao
Cx_pallens	gene-LOC6046068	NC_068939.1	185922692	185938797	core	0	Simple_repeat
Cx_pallens	gene-LOC6046073	NC_068939.1	185946114	185957913	core	0	Simple_repeat
Cx_pallens	gene-LOC6046070	NC_068939.1	185960710	185970559	core	0	Low_complexity
Cx_pallens	gene-LOC6046071	NC_068939.1	185975328	185976363	shell	0	Simple_repeat
Cx_pallens	gene-LOC6046074	NC_068939.1	185996381	185997932	core	668	Simple_repeat
Cx_pallens	gene-LOC6046075	NC_068939.1	185999853	186005998	core	0	Unknown
Cx_pallens	gene-LOC6046076	NC_068939.1	186006003	186007045	core	764	Low_complexity
Cx_pallens	gene-LOC6046077	NC_068939.1	186007435	186019315	core	0	Unknown
Cx_pallens	gene-LOC6046078	NC_068939.1	186019381	186085326	core	0	Unknown
Cx_pallens	gene-LOC6046079	NC_068939.1	186022995	186025508	core	1557	Unknown
Cx_pallens	gene-LOC6046082	NC_068939.1	186105924	186106988	core	128	LTR/Copia
Cx_pallens	gene-LOC6046083	NC_068939.1	186106984	186117778	core	0	Simple_repeat
Cx_pallens	gene-LOC6046084	NC_068939.1	186120884	186121871	core	265	LTR/Unknown
Cx_pallens	gene-LOC6046086	NC_068939.1	186121964	186123096	core	74	Unknown
Cx_pallens	gene-LOC6046087	NC_068939.1	186134162	186137797	core	326	Low_complexity
Cx_pallens	gene-LOC6046088	NC_068939.1	186145139	186146254	core	25	LINE/I-Jockey
Cx_pallens	gene-LOC6046089	NC_068939.1	186152700	186163152	core	0	Unknown
Cx_pallens	gene-LOC6046090	NC_068939.1	186189804	186193644	core	0	Unknown
Cx_pallens	gene-LOC119769012	NW_026292818.1	106774	108955	shell	0	LTR/Pao
Cx_pallens	gene-LOC119769011	NW_026292818.1	109057	111869	core	0	LTR/Pao
Cx_pallens	gene-LOC119767843	NW_026292818.1	298604	301251	core	0	Unknown
Cx_pallens	gene-LOC6036336	NW_026292818.1	518936	529605	core	0	Unknown
Cx_pallens	gene-LOC6036337	NW_026292818.1	534660	536447	core	186	Unknown
Cx_pallens	gene-LOC119770039	NW_026292818.1	535134	535438	shell	1195	Unknown
Cx_pallens	gene-LOC6036338	NW_026292818.1	549708	550908	core	143	Unknown
Cx_pallens	gene-LOC6036339	NW_026292818.1	550820	578339	core	0	LINE/I-Jockey
Cx_pallens	gene-LOC6045913	NW_026292818.1	580852	583512	core	0	Unknown
Cx_pallens	gene-LOC6036343	NW_026292818.1	583883	585374	core	132	Unknown
Cx_pallens	gene-LOC6036344	NW_026292818.1	589340	618790	core	0	Simple_repeat
Cx_pallens	gene-LOC119768936	NW_026292818.1	1257929	1258631	core	309	Unknown
Cx_pallens	gene-LOC6035789	NW_026292818.1	1312378	1313817	core	155	Unknown
Cx_pallens	gene-LOC6035788	NW_026292818.1	1321447	1323627	core	0	Unknown
Cx_pallens	gene-LOC6035787	NW_026292818.1	1328618	1330517	core	50	Unknown
Cx_pallens	gene-LOC6035786	NW_026292818.1	1335592	1337460	core	0	Simple_repeat
Cx_pallens	gene-LOC6035784	NW_026292818.1	1340194	1383962	core	0	Unknown
Cx_pallens	gene-LOC6035782	NW_026292818.1	1415003	1449594	core	0	Simple_repeat
Cx_pallens	gene-LOC6035781	NW_026292818.1	1439866	1444992	core	0	Simple_repeat
Cx_pallens	gene-LOC6035778	NW_026292818.1	1540428	1548242	core	0	Unknown
Cx_pallens	gene-LOC6048628	NW_026292819.1	278742	406879	core	0	Unknown
Cx_pallens	gene-LOC6048627	NW_026292819.1	361108	362496	core	140	Unknown
Cx_pallens	gene-LOC6048630	NW_026292819.1	455059	460486	shell	0	Unknown
Cx_pallens	gene-LOC6048632	NW_026292819.1	461175	565593	core	0	Unknown
Cx_pallens	gene-LOC6049808	NW_026292819.1	597081	715111	core	0	Unknown
Cx_pallens	gene-LOC6052225	NW_026292819.1	775543	870683	core	0	Unknown
Cx_pallens	gene-LOC6045804	NW_026292819.1	905187	917753	core	0	Simple_repeat
Cx_pallens	gene-LOC6045790	NW_026292819.1	923153	928830	core	0	Low_complexity
Cx_pallens	gene-LOC6045787	NW_026292819.1	928729	929987	core	161	Unknown
Cx_pallens	gene-LOC119766073	NW_026292819.1	1284345	1285051	core	0	Unknown
Cx_pallens	gene-LOC6043775	NW_026292819.1	1434245	1435092	core	283	Low_complexity
Cx_pallens	gene-LOC119771264	NW_026292819.1	1440102	1443666	shell	0	Unknown
Cx_pallens	gene-LOC6043774	NW_026292819.1	1475790	1476331	core	1094	Simple_repeat
Cx_pallens	gene-LOC6043770	NW_026292819.1	1492112	1500037	core	0	Simple_repeat
Cx_pallens	gene-LOC119769974	NW_026292819.1	1504258	1504982	core	480	Unknown
Cx_pallens	gene-LOC6043767	NW_026292819.1	1505530	1506127	core	0	Simple_repeat
Cx_pallens	gene-LOC6043766	NW_026292819.1	1510396	1513882	core	0	Unknown
Cx_pallens	gene-LOC6051822	NW_026292820.1	84838	92135	core	0	Unknown
Cx_pallens	gene-LOC6048663	NW_026292820.1	134748	232608	core	0	Simple_repeat
Cx_pallens	gene-LOC6046107	NW_026292820.1	253223	312165	core	0	Unknown
Cx_pallens	gene-LOC6045955	NW_026292820.1	383939	385978	core	0	LINE/L2
Cx_pallens	gene-LOC119766398	NW_026292820.1	398135	398280	shell	0	LTR/Pao
Cx_pallens	gene-LOC119766399	NW_026292820.1	399477	399931	core	0	LTR/Pao
Cx_pallens	gene-LOC6054015	NW_026292820.1	421017	461210	shell	0	Unknown
Cx_pallens	gene-LOC119770514	NW_026292820.1	433257	436064	core	0	LINE/RTE-BovB
Cx_pallens	gene-LOC119770344	NW_026292820.1	472581	474582	shell	0	Unknown
Cx_pallens	gene-LOC119767934	NW_026292820.1	509177	509919	core	31	Unknown
Cx_pallens	gene-LOC119770371	NW_026292820.1	553340	554009	core	0	Unknown
Cx_pallens	gene-LOC6053185	NW_026292820.1	686177	711613	core	0	Unknown
Cx_pallens	gene-LOC119766365	NW_026292820.1	739501	740118	core	0	Unknown
Cx_pallens	gene-LOC6048149	NW_026292820.1	740139	740936	shell	0	Unknown
Cx_pallens	gene-LOC119765216	NW_026292820.1	759206	759488	core	0	Unknown
Cx_pallens	gene-LOC6054216	NW_026292820.1	762190	763959	shell	0	Unknown
Cx_pallens	gene-LOC119767119	NW_026292820.1	792327	793244	core	36	Unknown
Cx_pallens	gene-LOC6051051	NW_026292820.1	827347	890851	core	0	Unknown
Cx_pallens	gene-LOC119769860	NW_026292820.1	867450	869957	core	0	LINE/I-Jockey
Cx_pallens	gene-LOC119769861	NW_026292820.1	891013	892067	core	0	Unknown
Cx_pallens	gene-LOC119769862	NW_026292820.1	955975	956715	core	0	Unknown
Cx_pallens	gene-LOC6040939	NW_026292820.1	1004335	1004571	core	700	Unknown
Cx_pallens	gene-LOC6054049	NW_026292820.1	1013975	1036964	shell	0	Unknown
Cx_pallens	gene-LOC6054154	NW_026292820.1	1028717	1034406	core	0	Unknown
Cx_pallens	gene-LOC6052216	NW_026292820.1	1049401	1073456	core	0	Unknown
Cx_pallens	gene-LOC6052619	NW_026292820.1	1099161	1113130	shell	0	Simple_repeat
Cx_pallens	gene-LOC6051967	NW_026292820.1	1119141	1120529	shell	0	Unknown
Cx_pallens	gene-LOC119769455	NW_026292820.1	1143390	1147821	core	278	LTR/Unknown
Cx_pallens	gene-LOC119765106	NW_026292821.1	186342	187538	core	0	Unknown
Cx_pallens	gene-LOC119766259	NW_026292821.1	271681	272667	core	0	Unknown
Cx_pallens	gene-LOC119766095	NW_026292821.1	413631	414767	core	0	LTR/Pao
Cx_pallens	gene-LOC119766096	NW_026292821.1	415258	418664	core	0	LTR/Pao
Cx_pallens	gene-LOC119769169	NW_026292821.1	537726	538090	core	0	Unknown
Cx_pallens	gene-LOC119769168	NW_026292821.1	538528	548595	core	0	LTR/Pao
Cx_pallens	gene-LOC119766178	NW_026292821.1	561940	562597	core	0	Unknown
Cx_pallens	gene-LOC6052975	NW_026292821.1	601295	633917	core	0	Unknown
Cx_pallens	gene-LOC119766832	NW_026292821.1	655520	656572	core	0	LTR/Gypsy
Cx_pallens	gene-LOC119766826	NW_026292821.1	661009	661686	core	0	Unknown
Cx_pallens	gene-LOC119769089	NW_026292821.1	668003	669635	shell	0	LTR/Gypsy
Cx_pallens	gene-LOC119769541	NW_026292821.1	696761	697899	core	0	Unknown
Cx_pallens	gene-LOC6049959	NW_026292821.1	791555	792309	core	0	Unknown
Cx_pallens	gene-LOC119769540	NW_026292821.1	793296	795232	core	0	Unknown
Cx_pallens	gene-LOC119771180	NW_026292821.1	799047	800624	core	0	Unknown
Cx_pallens	gene-LOC6033305	NW_026292822.1	7286	10731	core	24	Unknown
Cx_pallens	gene-LOC6033303	NW_026292822.1	23047	24220	core	71	Unknown
