section	item	sample	value	source
inversion_recurrence	150 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051863.1:157873654-158058782;Cx_pallens_vs_Cx_molestus:NC_068939.1:44318453-44490755	results/synteny/inversion_recurrence.tsv
inversion_recurrence	151 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	151 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	151 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	151 | max_span_bp		367529	results/synteny/inversion_recurrence.tsv
inversion_recurrence	151 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	151 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	151 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051863.1:158259409-158626938	results/synteny/inversion_recurrence.tsv
inversion_recurrence	152 | n_inversions		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	152 | n_pairs		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	152 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	152 | max_span_bp		552452	results/synteny/inversion_recurrence.tsv
inversion_recurrence	152 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	152 | pairs		Cx_molestus_vs_Cx_pipiens;Cx_pallens_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	152 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051863.1:158661417-158817792;Cx_pallens_vs_Cx_molestus:NC_068939.1:43614013-44117296;Cx_molestus_vs_Cx_pipiens:CM044970.1:41048048-41600501	results/synteny/inversion_recurrence.tsv
inversion_recurrence	153 | n_inversions		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	153 | n_pairs		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	153 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	153 | max_span_bp		226188	results/synteny/inversion_recurrence.tsv
inversion_recurrence	153 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	153 | pairs		Cx_molestus_vs_Cx_pipiens;Cx_pallens_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	153 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051863.1:174943348-175169536;Cx_pallens_vs_Cx_molestus:NC_068939.1:26739549-26940977;Cx_molestus_vs_Cx_pipiens:CM044970.1:7949122-8156254	results/synteny/inversion_recurrence.tsv
inversion_recurrence	154 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	154 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	154 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	154 | max_span_bp		104909	results/synteny/inversion_recurrence.tsv
inversion_recurrence	154 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	154 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	154 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051863.1:191679013-191783922	results/synteny/inversion_recurrence.tsv
inversion_recurrence	155 | n_inversions		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	155 | n_pairs		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	155 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	155 | max_span_bp		425562	results/synteny/inversion_recurrence.tsv
inversion_recurrence	155 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	155 | pairs		Cx_molestus_vs_Cx_pipiens;Cx_pallens_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	155 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:2031468-2457030;Cx_pallens_vs_Cx_molestus:NC_068937.1:136803376-137158711;Cx_molestus_vs_Cx_pipiens:CM044968.1:3431353-3610340	results/synteny/inversion_recurrence.tsv
inversion_recurrence	156 | n_inversions		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	156 | n_pairs		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	156 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	156 | max_span_bp		473880	results/synteny/inversion_recurrence.tsv
inversion_recurrence	156 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	156 | pairs		Cx_molestus_vs_Cx_pipiens;Cx_pallens_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	156 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:26706769-27180649;Cx_pallens_vs_Cx_molestus:NC_068937.1:111596942-112003450;Cx_molestus_vs_Cx_pipiens:CM044968.1:27435547-27892236	results/synteny/inversion_recurrence.tsv
inversion_recurrence	157 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	157 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	157 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	157 | max_span_bp		318803	results/synteny/inversion_recurrence.tsv
inversion_recurrence	157 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	157 | pairs		Cx_quinquefasciatus_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	157 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:29402581-29686351;Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:29408043-29726847	results/synteny/inversion_recurrence.tsv
inversion_recurrence	158 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	158 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	158 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	158 | max_span_bp		402370	results/synteny/inversion_recurrence.tsv
inversion_recurrence	158 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	158 | pairs		Cx_quinquefasciatus_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	158 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:29686848-29818807;Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:29741701-30144072	results/synteny/inversion_recurrence.tsv
inversion_recurrence	159 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	159 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	159 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	159 | max_span_bp		653324	results/synteny/inversion_recurrence.tsv
inversion_recurrence	159 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	159 | pairs		Cx_quinquefasciatus_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	159 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:29869672-30522997;Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:30168071-30522997	results/synteny/inversion_recurrence.tsv
inversion_recurrence	160 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	160 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	160 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	160 | max_span_bp		247568	results/synteny/inversion_recurrence.tsv
inversion_recurrence	160 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	160 | pairs		Cx_quinquefasciatus_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	160 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:33353290-33553133;Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:33305565-33553133	results/synteny/inversion_recurrence.tsv
inversion_recurrence	161 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	161 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	161 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	161 | max_span_bp		234781	results/synteny/inversion_recurrence.tsv
inversion_recurrence	161 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	161 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	161 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:34151320-34386101	results/synteny/inversion_recurrence.tsv
inversion_recurrence	162 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	162 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	162 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	162 | max_span_bp		296779	results/synteny/inversion_recurrence.tsv
inversion_recurrence	162 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	162 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	162 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:35270599-35567379	results/synteny/inversion_recurrence.tsv
inversion_recurrence	163 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	163 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	163 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	163 | max_span_bp		472661	results/synteny/inversion_recurrence.tsv
inversion_recurrence	163 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	163 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	163 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:35738927-36211589	results/synteny/inversion_recurrence.tsv
inversion_recurrence	164 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	164 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	164 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	164 | max_span_bp		824758	results/synteny/inversion_recurrence.tsv
inversion_recurrence	164 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	164 | pairs		Cx_quinquefasciatus_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	164 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:36654321-37319234;Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:36434912-37259671	results/synteny/inversion_recurrence.tsv
inversion_recurrence	165 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	165 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	165 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	165 | max_span_bp		913002	results/synteny/inversion_recurrence.tsv
inversion_recurrence	165 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	165 | pairs		Cx_quinquefasciatus_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	165 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:37415968-38181234;Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:37266816-38179818	results/synteny/inversion_recurrence.tsv
inversion_recurrence	166 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	166 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	166 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	166 | max_span_bp		1249637	results/synteny/inversion_recurrence.tsv
inversion_recurrence	166 | any_at_least_large_span		True	results/synteny/inversion_recurrence.tsv
inversion_recurrence	166 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	166 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:38298646-39548283	results/synteny/inversion_recurrence.tsv
inversion_recurrence	167 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	167 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	167 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	167 | max_span_bp		206288	results/synteny/inversion_recurrence.tsv
inversion_recurrence	167 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	167 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	167 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:39759863-39966151	results/synteny/inversion_recurrence.tsv
inversion_recurrence	168 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	168 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	168 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	168 | max_span_bp		1240277	results/synteny/inversion_recurrence.tsv
inversion_recurrence	168 | any_at_least_large_span		True	results/synteny/inversion_recurrence.tsv
inversion_recurrence	168 | pairs		Cx_pallens_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	168 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:50771764-51538807;Cx_pallens_vs_Cx_molestus:NC_068937.1:87132035-88372312	results/synteny/inversion_recurrence.tsv
inversion_recurrence	169 | n_inversions		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	169 | n_pairs		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	169 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	169 | max_span_bp		382950	results/synteny/inversion_recurrence.tsv
inversion_recurrence	169 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	169 | pairs		Cx_molestus_vs_Cx_pipiens;Cx_pallens_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	169 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:53672431-54055381;Cx_pallens_vs_Cx_molestus:NC_068937.1:85283918-85603746;Cx_molestus_vs_Cx_pipiens:CM044968.1:55323313-55487383	results/synteny/inversion_recurrence.tsv
inversion_recurrence	170 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	170 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	170 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	170 | max_span_bp		109436	results/synteny/inversion_recurrence.tsv
inversion_recurrence	170 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	170 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	170 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:56685714-56795150	results/synteny/inversion_recurrence.tsv
inversion_recurrence	171 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	171 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	171 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	171 | max_span_bp		922897	results/synteny/inversion_recurrence.tsv
inversion_recurrence	171 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	171 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	171 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:57063062-57985959	results/synteny/inversion_recurrence.tsv
inversion_recurrence	172 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	172 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	172 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	172 | max_span_bp		204858	results/synteny/inversion_recurrence.tsv
inversion_recurrence	172 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	172 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	172 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:58017071-58221930	results/synteny/inversion_recurrence.tsv
inversion_recurrence	173 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	173 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	173 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	173 | max_span_bp		388787	results/synteny/inversion_recurrence.tsv
inversion_recurrence	173 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	173 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	173 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:58326975-58715762	results/synteny/inversion_recurrence.tsv
inversion_recurrence	174 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	174 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	174 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	174 | max_span_bp		357217	results/synteny/inversion_recurrence.tsv
inversion_recurrence	174 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	174 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	174 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:60400411-60757628	results/synteny/inversion_recurrence.tsv
inversion_recurrence	175 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	175 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	175 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	175 | max_span_bp		950206	results/synteny/inversion_recurrence.tsv
inversion_recurrence	175 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	175 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	175 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:60929287-61879494	results/synteny/inversion_recurrence.tsv
inversion_recurrence	176 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	176 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	176 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	176 | max_span_bp		204258	results/synteny/inversion_recurrence.tsv
inversion_recurrence	176 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	176 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	176 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:62569928-62774187	results/synteny/inversion_recurrence.tsv
inversion_recurrence	177 | n_inversions		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	177 | n_pairs		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	177 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	177 | max_span_bp		401635	results/synteny/inversion_recurrence.tsv
inversion_recurrence	177 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	177 | pairs		Cx_molestus_vs_Cx_pipiens;Cx_pallens_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	177 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:77809505-78137887;Cx_pallens_vs_Cx_molestus:NC_068937.1:55738173-56074633;Cx_molestus_vs_Cx_pipiens:CM044968.1:64221640-64623275	results/synteny/inversion_recurrence.tsv
inversion_recurrence	178 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	178 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	178 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	178 | max_span_bp		134315	results/synteny/inversion_recurrence.tsv
inversion_recurrence	178 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	178 | pairs		Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	178 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:87632819-87767134	results/synteny/inversion_recurrence.tsv
inversion_recurrence	179 | n_inversions		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	179 | n_pairs		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	179 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	179 | max_span_bp		585115	results/synteny/inversion_recurrence.tsv
inversion_recurrence	179 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	179 | pairs		Cx_molestus_vs_Cx_pipiens;Cx_pallens_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	179 | members		Cx_quinquefasciatus_vs_Cx_molestus:NC_051861.1:87782030-88181673;Cx_pallens_vs_Cx_molestus:NC_068937.1:45228232-45813347;Cx_molestus_vs_Cx_pipiens:CM044968.1:73815736-74340839	results/synteny/inversion_recurrence.tsv
inversion_recurrence	180 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	180 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	180 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	180 | max_span_bp		262808	results/synteny/inversion_recurrence.tsv
inversion_recurrence	180 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	180 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	180 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051862.1:61324738-61587546	results/synteny/inversion_recurrence.tsv
inversion_recurrence	181 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	181 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	181 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	181 | max_span_bp		112722	results/synteny/inversion_recurrence.tsv
inversion_recurrence	181 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	181 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	181 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051862.1:68829440-68942162	results/synteny/inversion_recurrence.tsv
inversion_recurrence	182 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	182 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	182 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	182 | max_span_bp		233065	results/synteny/inversion_recurrence.tsv
inversion_recurrence	182 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	182 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	182 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051862.1:112902473-113135538	results/synteny/inversion_recurrence.tsv
inversion_recurrence	183 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	183 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	183 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	183 | max_span_bp		112706	results/synteny/inversion_recurrence.tsv
inversion_recurrence	183 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	183 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	183 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051862.1:114352212-114464919	results/synteny/inversion_recurrence.tsv
inversion_recurrence	184 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	184 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	184 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	184 | max_span_bp		122240	results/synteny/inversion_recurrence.tsv
inversion_recurrence	184 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	184 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	184 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051862.1:114948029-115070270	results/synteny/inversion_recurrence.tsv
inversion_recurrence	185 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	185 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	185 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	185 | max_span_bp		341332	results/synteny/inversion_recurrence.tsv
inversion_recurrence	185 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	185 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	185 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051862.1:123037927-123379259	results/synteny/inversion_recurrence.tsv
inversion_recurrence	186 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	186 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	186 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	186 | max_span_bp		136110	results/synteny/inversion_recurrence.tsv
inversion_recurrence	186 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	186 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	186 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051862.1:128160984-128297094	results/synteny/inversion_recurrence.tsv
inversion_recurrence	187 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	187 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	187 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	187 | max_span_bp		276911	results/synteny/inversion_recurrence.tsv
inversion_recurrence	187 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	187 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	187 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051862.1:136061829-136338740	results/synteny/inversion_recurrence.tsv
inversion_recurrence	188 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	188 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	188 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	188 | max_span_bp		102079	results/synteny/inversion_recurrence.tsv
inversion_recurrence	188 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
