Family ID	Desc	Cx_molestus	Cx_pallens	Cx_pipiens	Cx_quinquefasciatus	Cx_tarsalis
OG0007787	OG0007787	1	1	0	1	1
OG0007788	OG0007788	1	1	0	1	1
OG0007789	OG0007789	1	1	1	1	0
OG0007790	OG0007790	1	1	1	1	0
OG0007791	OG0007791	1	1	1	1	0
OG0007792	OG0007792	1	0	1	1	1
OG0007793	OG0007793	1	1	0	1	1
OG0007794	OG0007794	0	1	1	1	1
OG0007795	OG0007795	1	0	1	1	1
OG0007796	OG0007796	0	1	1	1	1
OG0007797	OG0007797	1	2	1	0	0
OG0007798	OG0007798	0	0	2	0	2
OG0007799	OG0007799	0	0	1	3	0
OG0007800	OG0007800	0	1	1	2	0
OG0007801	OG0007801	0	1	1	1	1
OG0007802	OG0007802	0	0	1	1	2
OG0007803	OG0007803	1	1	1	1	0
OG0007804	OG0007804	1	0	1	1	1
OG0007805	OG0007805	1	0	1	1	1
OG0007806	OG0007806	1	1	1	0	1
OG0007807	OG0007807	1	1	1	1	0
OG0007808	OG0007808	0	1	1	1	1
OG0007809	OG0007809	1	1	0	1	1
OG0007810	OG0007810	1	1	1	1	0
OG0007811	OG0007811	1	1	1	0	1
OG0007812	OG0007812	1	0	1	1	1
OG0007813	OG0007813	1	1	0	1	1
OG0007814	OG0007814	1	1	1	1	0
OG0007815	OG0007815	1	1	1	1	0
OG0007816	OG0007816	1	1	1	1	0
OG0007817	OG0007817	1	1	1	1	0
OG0007818	OG0007818	2	0	0	1	1
OG0007819	OG0007819	1	1	0	1	1
OG0007820	OG0007820	1	1	1	1	0
OG0007821	OG0007821	1	1	1	1	0
OG0007822	OG0007822	0	1	1	1	1
OG0007823	OG0007823	1	1	1	1	0
OG0007824	OG0007824	0	1	1	1	1
OG0007825	OG0007825	1	0	1	1	1
OG0007826	OG0007826	1	1	1	1	0
OG0007827	OG0007827	1	1	1	1	0
OG0007828	OG0007828	0	1	1	1	1
OG0007829	OG0007829	0	1	1	1	1
OG0007830	OG0007830	1	0	1	1	1
OG0007831	OG0007831	1	0	1	1	1
OG0007832	OG0007832	0	1	1	1	1
OG0007833	OG0007833	1	1	0	1	1
OG0007834	OG0007834	0	1	1	1	1
OG0007835	OG0007835	0	1	1	1	1
OG0007836	OG0007836	0	1	1	1	1
OG0007837	OG0007837	1	0	1	1	1
OG0007838	OG0007838	1	0	1	1	1
OG0007839	OG0007839	1	0	1	1	1
OG0007840	OG0007840	1	1	1	1	0
OG0007841	OG0007841	0	1	1	1	1
OG0007842	OG0007842	1	1	1	1	0
OG0007843	OG0007843	1	1	1	1	0
OG0007844	OG0007844	1	0	1	1	1
OG0007845	OG0007845	1	0	1	1	1
OG0007846	OG0007846	1	1	0	1	1
OG0007847	OG0007847	1	1	0	1	1
OG0007848	OG0007848	0	1	1	1	1
OG0007849	OG0007849	0	0	1	2	1
OG0007850	OG0007850	1	1	0	0	2
OG0007851	OG0007851	1	1	0	1	1
OG0007852	OG0007852	1	1	1	1	0
OG0007853	OG0007853	1	0	1	1	1
OG0007854	OG0007854	1	0	1	1	1
OG0007855	OG0007855	1	0	1	1	1
OG0007856	OG0007856	1	1	1	1	0
OG0007857	OG0007857	0	1	1	1	1
OG0007858	OG0007858	0	1	1	1	1
OG0007859	OG0007859	0	1	1	1	1
OG0007860	OG0007860	0	1	1	1	1
OG0007861	OG0007861	1	0	1	1	1
OG0007862	OG0007862	1	0	1	1	1
OG0007863	OG0007863	0	0	1	2	1
OG0007864	OG0007864	1	1	1	1	0
OG0007865	OG0007865	1	0	1	1	1
OG0007866	OG0007866	1	1	0	1	1
OG0007867	OG0007867	1	1	1	1	0
OG0007868	OG0007868	1	0	1	1	1
OG0007869	OG0007869	1	0	1	1	1
OG0007870	OG0007870	0	1	1	1	1
OG0007871	OG0007871	0	0	1	2	1
OG0007872	OG0007872	0	1	1	1	1
OG0007873	OG0007873	1	0	1	1	1
OG0007874	OG0007874	0	1	1	1	1
OG0007875	OG0007875	1	1	0	1	1
OG0007876	OG0007876	1	0	1	1	1
OG0007877	OG0007877	1	0	1	1	1
OG0007878	OG0007878	0	1	1	1	1
OG0007879	OG0007879	0	1	1	1	1
OG0007880	OG0007880	1	1	0	1	1
OG0007881	OG0007881	1	1	0	1	1
OG0007882	OG0007882	0	1	1	1	1
OG0007883	OG0007883	1	1	0	1	1
OG0007884	OG0007884	1	1	0	1	1
OG0007885	OG0007885	1	0	1	1	1
OG0007886	OG0007886	0	1	1	1	1
OG0007887	OG0007887	1	0	1	1	1
OG0007888	OG0007888	1	0	1	1	1
OG0007889	OG0007889	0	1	1	1	1
OG0007890	OG0007890	0	1	1	1	1
OG0007891	OG0007891	1	0	1	1	1
OG0007892	OG0007892	0	1	1	1	1
OG0007893	OG0007893	1	0	1	1	1
OG0007894	OG0007894	1	1	0	1	1
OG0007895	OG0007895	0	1	1	1	1
OG0007896	OG0007896	1	1	0	1	1
OG0007897	OG0007897	1	0	1	1	1
OG0007898	OG0007898	0	1	1	1	1
OG0007899	OG0007899	0	1	2	0	1
OG0007900	OG0007900	1	1	1	0	1
OG0007901	OG0007901	1	0	1	1	1
OG0007902	OG0007902	1	0	1	1	1
OG0007903	OG0007903	1	0	1	1	1
OG0007904	OG0007904	1	0	1	1	1
OG0007905	OG0007905	1	0	1	1	1
OG0007906	OG0007906	1	0	1	1	1
OG0007907	OG0007907	1	0	1	1	1
OG0007908	OG0007908	0	1	1	1	1
OG0007909	OG0007909	1	0	1	1	1
OG0007910	OG0007910	2	1	0	0	1
OG0007911	OG0007911	1	1	1	0	1
OG0007912	OG0007912	1	1	0	1	1
OG0007913	OG0007913	0	1	1	1	1
OG0007914	OG0007914	1	0	1	1	1
OG0007915	OG0007915	1	1	0	1	1
OG0007916	OG0007916	1	1	1	0	1
OG0007917	OG0007917	1	0	1	1	1
OG0007918	OG0007918	1	1	0	1	1
OG0007919	OG0007919	1	0	1	1	1
OG0007920	OG0007920	1	0	1	1	1
OG0007921	OG0007921	0	1	1	1	1
OG0007922	OG0007922	1	0	1	1	1
OG0007923	OG0007923	1	0	1	1	1
OG0007924	OG0007924	1	0	1	1	1
OG0007925	OG0007925	1	0	1	1	1
OG0007926	OG0007926	1	1	0	1	1
OG0007927	OG0007927	0	1	1	1	1
OG0007928	OG0007928	1	1	0	1	1
OG0007929	OG0007929	0	1	1	1	1
OG0007930	OG0007930	1	0	1	1	1
OG0007931	OG0007931	0	1	1	1	1
OG0007932	OG0007932	1	0	1	1	1
OG0007933	OG0007933	0	1	1	1	1
OG0007934	OG0007934	0	1	1	1	1
OG0007935	OG0007935	0	1	1	1	1
OG0007936	OG0007936	0	1	1	1	1
OG0007937	OG0007937	1	0	1	1	1
OG0007938	OG0007938	1	1	0	1	1
OG0007939	OG0007939	0	1	1	1	1
OG0007940	OG0007940	0	1	1	1	1
OG0007941	OG0007941	0	1	1	1	1
OG0007942	OG0007942	1	0	1	1	1
OG0007943	OG0007943	1	0	1	1	1
OG0007944	OG0007944	0	1	1	1	1
OG0007945	OG0007945	0	1	1	1	1
OG0007946	OG0007946	0	1	1	1	1
OG0007947	OG0007947	0	1	1	1	1
OG0007948	OG0007948	0	1	1	1	1
OG0007949	OG0007949	0	1	1	1	1
OG0007950	OG0007950	1	1	0	1	1
OG0007951	OG0007951	1	1	0	1	1
OG0007952	OG0007952	1	0	1	1	1
OG0007953	OG0007953	1	0	1	1	1
OG0007954	OG0007954	0	1	1	1	1
OG0007955	OG0007955	1	0	1	1	1
OG0007956	OG0007956	1	0	1	1	1
OG0007957	OG0007957	0	0	2	1	1
OG0007958	OG0007958	0	1	1	1	1
OG0007959	OG0007959	1	0	1	1	1
OG0007960	OG0007960	2	1	0	0	1
OG0007961	OG0007961	1	0	1	1	1
OG0007962	OG0007962	1	1	0	0	2
OG0007963	OG0007963	0	1	1	1	1
OG0007964	OG0007964	0	1	1	0	2
OG0007965	OG0007965	1	0	1	1	1
OG0007966	OG0007966	1	1	1	1	0
OG0007967	OG0007967	1	1	1	1	0
OG0007968	OG0007968	1	1	1	1	0
OG0007969	OG0007969	1	1	1	1	0
OG0007970	OG0007970	1	0	1	1	1
OG0007971	OG0007971	1	0	1	1	1
OG0007972	OG0007972	1	1	1	1	0
OG0007973	OG0007973	1	1	1	1	0
OG0007974	OG0007974	1	1	1	1	0
OG0007975	OG0007975	1	1	1	1	0
OG0007976	OG0007976	1	1	1	1	0
OG0007977	OG0007977	1	1	1	1	0
OG0007978	OG0007978	1	1	1	1	0
OG0007979	OG0007979	1	1	1	1	0
OG0007980	OG0007980	1	1	1	1	0
OG0007981	OG0007981	1	1	1	1	0
OG0007982	OG0007982	1	1	1	1	0
OG0007983	OG0007983	1	1	1	1	0
OG0007984	OG0007984	1	1	1	1	0
OG0007985	OG0007985	1	1	1	1	0
OG0007986	OG0007986	1	1	1	1	0
OG0007987	OG0007987	1	1	1	1	0
OG0007988	OG0007988	1	1	1	1	0
OG0007989	OG0007989	1	1	1	1	0
OG0007990	OG0007990	1	1	1	1	0
OG0007991	OG0007991	1	1	1	1	0
OG0007992	OG0007992	1	1	1	1	0
OG0007993	OG0007993	1	1	1	1	0
OG0007994	OG0007994	1	1	1	1	0
OG0007995	OG0007995	1	1	1	1	0
OG0007996	OG0007996	1	1	1	1	0
OG0007997	OG0007997	1	1	1	1	0
OG0007998	OG0007998	1	1	1	1	0
OG0007999	OG0007999	1	1	1	1	0
OG0008000	OG0008000	1	1	1	1	0
OG0008001	OG0008001	1	1	1	1	0
OG0008002	OG0008002	1	0	1	1	1
OG0008003	OG0008003	1	1	1	1	0
OG0008004	OG0008004	1	1	1	1	0
OG0008005	OG0008005	1	1	1	1	0
OG0008006	OG0008006	1	0	1	1	1
OG0008007	OG0008007	1	1	1	1	0
OG0008008	OG0008008	1	1	1	1	0
OG0008009	OG0008009	1	1	1	1	0
OG0008010	OG0008010	1	1	1	1	0
OG0008011	OG0008011	1	1	1	1	0
OG0008012	OG0008012	1	1	0	1	1
OG0008013	OG0008013	1	1	1	1	0
OG0008014	OG0008014	1	1	1	1	0
OG0008015	OG0008015	1	1	1	1	0
OG0008016	OG0008016	1	0	1	1	1
OG0008017	OG0008017	1	1	1	1	0
OG0008018	OG0008018	1	1	1	1	0
OG0008019	OG0008019	1	1	1	1	0
OG0008020	OG0008020	1	1	0	2	0
OG0008021	OG0008021	1	1	1	1	0
OG0008022	OG0008022	1	1	1	1	0
OG0008023	OG0008023	1	1	1	1	0
OG0008024	OG0008024	1	1	1	1	0
OG0008025	OG0008025	1	1	1	1	0
OG0008026	OG0008026	2	1	1	0	0
OG0008027	OG0008027	1	1	1	1	0
OG0008028	OG0008028	1	1	1	1	0
OG0008029	OG0008029	1	1	1	1	0
OG0008030	OG0008030	1	1	1	0	1
OG0008031	OG0008031	1	1	1	1	0
OG0008032	OG0008032	1	1	1	1	0
OG0008033	OG0008033	1	1	1	1	0
OG0008034	OG0008034	1	0	1	2	0
OG0008035	OG0008035	1	1	1	1	0
OG0008036	OG0008036	1	1	1	1	0
OG0008037	OG0008037	1	1	1	1	0
OG0008038	OG0008038	1	1	1	1	0
OG0008039	OG0008039	1	1	0	1	1
OG0008040	OG0008040	1	1	1	1	0
OG0008041	OG0008041	1	1	1	1	0
OG0008042	OG0008042	1	1	1	1	0
OG0008043	OG0008043	1	1	1	1	0
OG0008044	OG0008044	1	0	1	1	1
OG0008045	OG0008045	3	0	1	0	0
OG0008046	OG0008046	1	1	1	1	0
OG0008047	OG0008047	1	1	1	1	0
OG0008048	OG0008048	1	1	1	1	0
OG0008049	OG0008049	1	1	1	1	0
OG0008050	OG0008050	1	1	1	1	0
OG0008051	OG0008051	1	0	1	2	0
OG0008052	OG0008052	1	1	1	1	0
OG0008053	OG0008053	1	1	1	1	0
OG0008054	OG0008054	1	1	1	1	0
OG0008055	OG0008055	1	1	1	1	0
OG0008056	OG0008056	1	1	1	1	0
OG0008057	OG0008057	1	0	1	2	0
OG0008058	OG0008058	1	1	1	1	0
OG0008059	OG0008059	1	1	1	1	0
OG0008060	OG0008060	1	1	0	1	1
OG0008061	OG0008061	1	1	1	1	0
OG0008062	OG0008062	1	1	1	1	0
OG0008063	OG0008063	1	1	1	1	0
OG0008064	OG0008064	1	1	1	1	0
OG0008065	OG0008065	1	1	1	1	0
OG0008066	OG0008066	1	0	1	1	1
OG0008067	OG0008067	1	1	1	1	0
OG0008068	OG0008068	1	1	1	1	0
OG0008069	OG0008069	2	1	1	0	0
OG0008070	OG0008070	1	1	1	1	0
OG0008071	OG0008071	1	1	1	1	0
OG0008072	OG0008072	1	1	1	1	0
OG0008073	OG0008073	1	0	1	1	1
OG0008074	OG0008074	1	1	1	0	1
OG0008075	OG0008075	1	1	1	1	0
OG0008076	OG0008076	1	1	1	1	0
OG0008077	OG0008077	1	1	1	0	1
OG0008078	OG0008078	1	1	1	1	0
OG0008079	OG0008079	1	1	1	1	0
OG0008080	OG0008080	1	1	1	1	0
OG0008081	OG0008081	1	1	1	1	0
OG0008082	OG0008082	1	1	1	1	0
OG0008083	OG0008083	1	1	1	1	0
OG0008084	OG0008084	1	1	0	1	1
OG0008085	OG0008085	1	1	1	1	0
OG0008086	OG0008086	1	1	1	1	0
OG0008087	OG0008087	1	1	1	1	0
OG0008088	OG0008088	1	1	1	1	0
OG0008089	OG0008089	1	1	1	1	0
OG0008090	OG0008090	1	1	1	1	0
OG0008091	OG0008091	1	1	1	1	0
OG0008092	OG0008092	1	1	1	1	0
OG0008093	OG0008093	2	1	1	0	0
OG0008094	OG0008094	1	1	1	1	0
OG0008095	OG0008095	1	1	1	1	0
OG0008096	OG0008096	1	1	1	1	0
OG0008097	OG0008097	1	1	1	1	0
OG0008098	OG0008098	1	1	1	0	1
OG0008099	OG0008099	1	1	1	1	0
OG0008100	OG0008100	1	1	1	1	0
OG0008101	OG0008101	1	1	1	1	0
OG0008102	OG0008102	1	0	1	1	1
OG0008103	OG0008103	1	1	1	1	0
OG0008104	OG0008104	1	1	1	1	0
OG0008105	OG0008105	1	1	1	1	0
OG0008106	OG0008106	1	1	1	0	1
OG0008107	OG0008107	1	1	1	1	0
OG0008108	OG0008108	1	1	1	1	0
OG0008109	OG0008109	1	1	1	1	0
OG0008110	OG0008110	2	1	1	0	0
OG0008111	OG0008111	1	1	1	1	0
OG0008112	OG0008112	1	1	1	1	0
OG0008113	OG0008113	1	1	1	0	1
OG0008114	OG0008114	1	1	1	1	0
OG0008115	OG0008115	1	1	1	1	0
OG0008116	OG0008116	1	1	1	1	0
OG0008117	OG0008117	1	1	1	1	0
OG0008118	OG0008118	1	1	1	1	0
OG0008119	OG0008119	1	1	1	1	0
OG0008120	OG0008120	1	1	1	1	0
OG0008121	OG0008121	1	1	1	1	0
OG0008122	OG0008122	1	1	1	1	0
OG0008123	OG0008123	1	1	1	1	0
OG0008124	OG0008124	1	1	1	1	0
OG0008125	OG0008125	1	1	1	1	0
OG0008126	OG0008126	1	1	1	1	0
OG0008127	OG0008127	1	1	1	1	0
OG0008128	OG0008128	1	1	1	1	0
OG0008129	OG0008129	1	1	1	1	0
OG0008130	OG0008130	1	1	1	1	0
OG0008131	OG0008131	1	1	1	1	0
OG0008132	OG0008132	1	1	1	1	0
OG0008133	OG0008133	1	1	1	1	0
OG0008134	OG0008134	1	1	1	1	0
OG0008135	OG0008135	1	1	1	1	0
OG0008136	OG0008136	1	1	1	1	0
OG0008137	OG0008137	1	1	1	1	0
OG0008138	OG0008138	1	1	1	1	0
OG0008139	OG0008139	1	1	1	1	0
OG0008140	OG0008140	1	1	1	1	0
OG0008141	OG0008141	1	1	1	1	0
OG0008142	OG0008142	1	1	1	1	0
OG0008143	OG0008143	1	1	1	1	0
OG0008144	OG0008144	1	1	1	1	0
OG0008145	OG0008145	1	1	1	1	0
OG0008146	OG0008146	1	1	1	1	0
OG0008147	OG0008147	1	1	1	1	0
OG0008148	OG0008148	1	1	1	1	0
OG0008149	OG0008149	1	1	1	1	0
OG0008150	OG0008150	1	1	1	1	0
OG0008151	OG0008151	1	1	1	1	0
OG0008152	OG0008152	1	1	1	1	0
OG0008153	OG0008153	1	1	1	1	0
OG0008154	OG0008154	1	1	1	1	0
OG0008155	OG0008155	1	1	1	1	0
OG0008156	OG0008156	1	1	0	1	1
OG0008157	OG0008157	1	1	1	1	0
OG0008158	OG0008158	1	1	1	1	0
OG0008159	OG0008159	1	1	1	1	0
OG0008160	OG0008160	1	0	1	1	1
OG0008161	OG0008161	1	1	1	1	0
OG0008162	OG0008162	1	1	1	1	0
OG0008163	OG0008163	1	1	1	1	0
OG0008164	OG0008164	1	1	1	1	0
OG0008165	OG0008165	1	1	1	1	0
OG0008166	OG0008166	1	1	1	1	0
OG0008167	OG0008167	1	1	1	1	0
OG0008168	OG0008168	1	0	1	1	1
OG0008169	OG0008169	1	1	1	1	0
OG0008170	OG0008170	1	0	1	1	1
OG0008171	OG0008171	1	0	1	1	1
OG0008172	OG0008172	1	1	1	1	0
OG0008173	OG0008173	1	1	1	1	0
OG0008174	OG0008174	1	1	1	1	0
OG0008175	OG0008175	1	1	1	1	0
OG0008176	OG0008176	1	1	1	1	0
OG0008177	OG0008177	1	1	1	1	0
OG0008178	OG0008178	1	1	1	1	0
OG0008179	OG0008179	1	1	1	1	0
OG0008180	OG0008180	1	1	1	1	0
OG0008181	OG0008181	1	1	1	1	0
OG0008182	OG0008182	1	1	1	1	0
OG0008183	OG0008183	1	0	1	1	1
OG0008184	OG0008184	1	1	1	1	0
OG0008185	OG0008185	1	1	1	1	0
OG0008186	OG0008186	1	1	1	1	0
OG0008187	OG0008187	1	1	1	1	0
OG0008188	OG0008188	1	1	1	1	0
OG0008189	OG0008189	1	1	0	1	1
OG0008190	OG0008190	1	1	1	1	0
OG0008191	OG0008191	1	1	1	1	0
OG0008192	OG0008192	1	1	1	1	0
OG0008193	OG0008193	1	1	1	1	0
OG0008194	OG0008194	1	1	1	1	0
OG0008195	OG0008195	1	1	1	1	0
OG0008196	OG0008196	1	1	0	1	1
OG0008197	OG0008197	1	1	0	1	1
OG0008198	OG0008198	1	1	1	1	0
OG0008199	OG0008199	2	0	1	1	0
OG0008200	OG0008200	1	1	1	1	0
OG0008201	OG0008201	1	1	1	1	0
OG0008202	OG0008202	1	1	1	1	0
OG0008203	OG0008203	1	1	1	1	0
OG0008204	OG0008204	1	1	1	1	0
OG0008205	OG0008205	1	1	1	1	0
OG0008206	OG0008206	1	1	1	1	0
OG0008207	OG0008207	1	1	1	0	1
OG0008208	OG0008208	1	1	1	1	0
OG0008209	OG0008209	1	1	1	1	0
OG0008210	OG0008210	1	1	1	1	0
OG0008211	OG0008211	1	1	1	1	0
OG0008212	OG0008212	1	1	1	1	0
OG0008213	OG0008213	1	1	1	1	0
OG0008214	OG0008214	1	1	1	1	0
OG0008215	OG0008215	1	1	1	1	0
OG0008216	OG0008216	1	1	1	1	0
OG0008217	OG0008217	1	1	1	1	0
OG0008218	OG0008218	1	1	1	1	0
OG0008219	OG0008219	1	1	1	1	0
OG0008220	OG0008220	1	1	1	1	0
OG0008221	OG0008221	1	1	1	1	0
OG0008222	OG0008222	1	1	1	1	0
OG0008223	OG0008223	1	1	1	1	0
OG0008224	OG0008224	1	1	1	1	0
OG0008225	OG0008225	1	0	1	2	0
OG0008226	OG0008226	1	1	1	1	0
OG0008227	OG0008227	1	1	0	2	0
OG0008228	OG0008228	1	1	1	1	0
OG0008229	OG0008229	1	1	1	1	0
OG0008230	OG0008230	1	1	0	1	1
OG0008231	OG0008231	1	1	1	1	0
OG0008232	OG0008232	1	1	1	1	0
OG0008233	OG0008233	1	1	1	1	0
OG0008234	OG0008234	1	1	1	1	0
OG0008235	OG0008235	1	1	1	1	0
OG0008236	OG0008236	1	1	1	1	0
OG0008237	OG0008237	1	1	1	1	0
OG0008238	OG0008238	1	1	1	1	0
OG0008239	OG0008239	1	1	1	1	0
OG0008240	OG0008240	1	1	1	1	0
OG0008241	OG0008241	1	1	1	1	0
OG0008242	OG0008242	1	1	1	1	0
OG0008243	OG0008243	1	1	1	1	0
OG0008244	OG0008244	1	1	1	1	0
OG0008245	OG0008245	1	1	1	1	0
OG0008246	OG0008246	1	1	1	1	0
OG0008247	OG0008247	1	1	1	1	0
OG0008248	OG0008248	1	1	1	1	0
OG0008249	OG0008249	1	1	1	1	0
OG0008250	OG0008250	1	1	1	1	0
OG0008251	OG0008251	1	1	1	1	0
OG0008252	OG0008252	1	1	1	1	0
OG0008253	OG0008253	1	1	1	1	0
OG0008254	OG0008254	1	1	1	1	0
OG0008255	OG0008255	1	1	1	1	0
OG0008256	OG0008256	1	1	1	1	0
OG0008257	OG0008257	1	1	1	1	0
OG0008258	OG0008258	1	1	1	1	0
OG0008259	OG0008259	1	1	0	1	1
OG0008260	OG0008260	1	1	1	1	0
OG0008261	OG0008261	1	1	1	1	0
OG0008262	OG0008262	1	1	1	1	0
OG0008263	OG0008263	1	1	1	1	0
OG0008264	OG0008264	1	1	1	1	0
OG0008265	OG0008265	1	1	1	1	0
OG0008266	OG0008266	1	1	1	1	0
OG0008267	OG0008267	1	1	1	1	0
OG0008268	OG0008268	1	1	1	1	0
OG0008269	OG0008269	1	1	1	1	0
OG0008270	OG0008270	1	1	0	1	1
OG0008271	OG0008271	1	1	1	0	1
OG0008272	OG0008272	1	1	1	1	0
OG0008273	OG0008273	1	1	1	1	0
OG0008274	OG0008274	1	1	1	1	0
OG0008275	OG0008275	1	1	1	1	0
OG0008276	OG0008276	1	1	1	1	0
OG0008277	OG0008277	1	1	0	1	1
OG0008278	OG0008278	1	1	1	0	1
OG0008279	OG0008279	1	1	1	1	0
OG0008280	OG0008280	1	1	1	0	1
OG0008281	OG0008281	1	1	1	1	0
OG0008282	OG0008282	1	0	1	1	1
OG0008283	OG0008283	1	1	1	1	0
OG0008284	OG0008284	1	1	1	1	0
OG0008285	OG0008285	1	1	1	1	0
OG0008286	OG0008286	1	1	1	1	0
OG0008287	OG0008287	1	1	1	1	0
OG0008288	OG0008288	1	1	1	1	0
OG0008289	OG0008289	1	1	1	0	1
OG0008290	OG0008290	1	1	1	1	0
OG0008291	OG0008291	1	0	1	1	1
OG0008292	OG0008292	1	1	1	1	0
OG0008293	OG0008293	1	1	1	1	0
OG0008294	OG0008294	1	1	1	1	0
OG0008295	OG0008295	1	1	1	1	0
OG0008296	OG0008296	1	1	1	1	0
OG0008297	OG0008297	1	1	1	1	0
OG0008298	OG0008298	1	1	1	1	0
OG0008299	OG0008299	1	1	1	1	0
OG0008300	OG0008300	1	1	1	1	0
OG0008301	OG0008301	1	1	1	1	0
OG0008302	OG0008302	1	0	1	1	1
OG0008303	OG0008303	1	1	1	1	0
OG0008304	OG0008304	1	1	0	1	1
OG0008305	OG0008305	1	1	1	1	0
OG0008306	OG0008306	1	0	1	1	1
OG0008307	OG0008307	1	1	1	1	0
OG0008308	OG0008308	1	1	1	1	0
OG0008309	OG0008309	1	1	1	1	0
OG0008310	OG0008310	1	1	1	1	0
OG0008311	OG0008311	1	1	1	1	0
OG0008312	OG0008312	1	1	1	1	0
OG0008313	OG0008313	1	0	1	1	1
OG0008314	OG0008314	1	1	1	1	0
OG0008315	OG0008315	1	1	1	1	0
OG0008316	OG0008316	1	1	1	1	0
OG0008317	OG0008317	1	1	1	1	0
OG0008318	OG0008318	2	1	0	0	1
OG0008319	OG0008319	1	1	1	1	0
OG0008320	OG0008320	1	1	1	1	0
OG0008321	OG0008321	1	1	1	1	0
OG0008322	OG0008322	1	1	1	1	0
OG0008323	OG0008323	1	1	1	1	0
OG0008324	OG0008324	1	1	1	1	0
OG0008325	OG0008325	1	1	1	0	1
OG0008326	OG0008326	1	1	0	1	1
OG0008327	OG0008327	1	1	1	1	0
OG0008328	OG0008328	1	1	1	1	0
OG0008329	OG0008329	1	1	1	1	0
OG0008330	OG0008330	1	1	1	1	0
OG0008331	OG0008331	1	1	1	1	0
OG0008332	OG0008332	1	1	1	1	0
OG0008333	OG0008333	1	0	1	1	1
OG0008334	OG0008334	1	0	1	1	1
OG0008335	OG0008335	1	1	1	1	0
OG0008336	OG0008336	1	1	1	1	0
OG0008337	OG0008337	1	1	0	1	1
OG0008338	OG0008338	1	1	1	1	0
OG0008339	OG0008339	1	1	1	0	1
OG0008340	OG0008340	1	2	1	0	0
OG0008341	OG0008341	1	1	1	1	0
OG0008342	OG0008342	1	1	1	1	0
OG0008343	OG0008343	1	1	1	1	0
OG0008344	OG0008344	1	1	1	1	0
OG0008345	OG0008345	1	0	1	2	0
OG0008346	OG0008346	1	1	1	1	0
OG0008347	OG0008347	1	1	1	1	0
OG0008348	OG0008348	1	1	1	1	0
OG0008349	OG0008349	1	1	1	1	0
OG0008350	OG0008350	1	1	1	1	0
OG0008351	OG0008351	1	1	1	1	0
OG0008352	OG0008352	1	1	1	1	0
OG0008353	OG0008353	1	1	1	1	0
OG0008354	OG0008354	1	1	1	0	1
OG0008355	OG0008355	1	1	1	1	0
OG0008356	OG0008356	1	1	1	1	0
OG0008357	OG0008357	1	1	1	1	0
OG0008358	OG0008358	1	1	1	1	0
OG0008359	OG0008359	1	1	1	1	0
OG0008360	OG0008360	1	1	1	1	0
OG0008361	OG0008361	1	1	1	1	0
OG0008362	OG0008362	1	0	1	1	1
OG0008363	OG0008363	1	1	1	1	0
OG0008364	OG0008364	1	1	1	1	0
OG0008365	OG0008365	1	1	1	1	0
OG0008366	OG0008366	1	1	1	1	0
OG0008367	OG0008367	1	1	1	1	0
OG0008368	OG0008368	1	1	1	1	0
OG0008369	OG0008369	1	1	1	1	0
OG0008370	OG0008370	1	3	0	0	0
OG0008371	OG0008371	1	0	0	3	0
OG0008372	OG0008372	1	1	1	0	1
OG0008373	OG0008373	1	1	1	1	0
OG0008374	OG0008374	1	1	1	1	0
OG0008375	OG0008375	1	1	1	1	0
OG0008376	OG0008376	1	1	1	1	0
OG0008377	OG0008377	1	1	1	1	0
OG0008378	OG0008378	1	1	1	1	0
OG0008379	OG0008379	1	1	1	1	0
OG0008380	OG0008380	1	1	1	1	0
OG0008381	OG0008381	1	1	1	1	0
OG0008382	OG0008382	1	1	1	1	0
OG0008383	OG0008383	1	1	1	1	0
OG0008384	OG0008384	1	1	1	1	0
OG0008385	OG0008385	1	1	1	1	0
OG0008386	OG0008386	1	1	1	1	0
OG0008387	OG0008387	1	1	1	1	0
OG0008388	OG0008388	1	0	1	1	1
OG0008389	OG0008389	1	1	1	1	0
OG0008390	OG0008390	1	1	1	1	0
OG0008391	OG0008391	1	1	1	1	0
OG0008392	OG0008392	1	1	1	1	0
OG0008393	OG0008393	1	1	1	1	0
OG0008394	OG0008394	1	1	1	1	0
OG0008395	OG0008395	1	1	1	1	0
OG0008396	OG0008396	1	1	1	1	0
OG0008397	OG0008397	1	1	1	1	0
OG0008398	OG0008398	1	1	1	1	0
OG0008399	OG0008399	1	1	1	0	1
OG0008400	OG0008400	1	1	1	1	0
OG0008401	OG0008401	1	1	1	1	0
OG0008402	OG0008402	1	1	1	1	0
OG0008403	OG0008403	1	1	0	1	1
OG0008404	OG0008404	1	1	1	1	0
OG0008405	OG0008405	1	0	1	1	1
OG0008406	OG0008406	1	1	1	1	0
OG0008407	OG0008407	1	1	1	1	0
OG0008408	OG0008408	1	1	1	1	0
OG0008409	OG0008409	1	1	1	1	0
OG0008410	OG0008410	1	1	1	1	0
OG0008411	OG0008411	1	1	1	1	0
OG0008412	OG0008412	1	1	1	1	0
OG0008413	OG0008413	1	1	1	1	0
OG0008414	OG0008414	1	1	1	1	0
OG0008415	OG0008415	1	1	1	1	0
OG0008416	OG0008416	1	1	0	1	1
OG0008417	OG0008417	1	1	1	1	0
OG0008418	OG0008418	1	1	1	1	0
OG0008419	OG0008419	1	1	1	1	0
