orthogroup	form	is_reference_form	n_ingroup_genes	n_outgroup_genes	genes	gene_ids	same_gene_forms	same_gene_orthogroups	same_gene_compartments	in_reference_elsewhere	status
OG0013487	Cx_pallens	False	1	1	rna-XM_0018509362	gene-LOC6041770	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012090	shell	True	same_gene_elsewhere
OG0013489	Cx_pallens	False	1	1	rna-XM_0382539691	gene-LOC6042094	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012104	shell	True	same_gene_elsewhere
OG0013490	Cx_pallens	False	1	1	rna-XM_0018512182	gene-LOC6042121	Cx_pipiens,Cx_quinquefasciatus	OG0013735	shell	True	same_gene_elsewhere
OG0013492	Cx_pallens	False	1	1	rna-XM_0382579891	gene-LOC6042131	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012106	shell	True	same_gene_elsewhere
OG0013497	Cx_pallens	False	1	1	rna-XM_0018514082	gene-LOC6042329	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012115	shell	True	same_gene_elsewhere
OG0013500	Cx_pallens	False	1	1	rna-XM_0018525952	gene-LOC6042582	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000845	core	True	same_gene_elsewhere
OG0013503	Cx_pallens	False	1	1	rna-XM_0382560301	gene-LOC6043146	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012131	shell	True	same_gene_elsewhere
OG0013506	Cx_pallens	False	1	1	rna-XM_0382601411	gene-LOC6043322	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0001234,OG0013162	core,shell	True	same_gene_elsewhere
OG0013509	Cx_pallens	False	1	1	rna-XM_0018598942	gene-LOC6043561	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012140	shell	True	same_gene_elsewhere
OG0013511	Cx_pallens	False	1	1	rna-XM_0382645231	gene-LOC6044080	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012155	shell	True	same_gene_elsewhere
OG0013515	Cx_pallens	False	1	1	rna-XM_0382488621	gene-LOC6044374	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012161	shell	True	same_gene_elsewhere
OG0013535	Cx_pallens	False	1	1	rna-XM_0382597601	gene-LOC6046871	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012214	shell	True	same_gene_elsewhere
OG0013536	Cx_pallens	False	1	1	rna-XM_0382550141	gene-LOC6046950	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012215	shell	True	same_gene_elsewhere
OG0013537	Cx_pallens	False	1	1	rna-XM_0018640422	gene-LOC6046964	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000692	core	True	same_gene_elsewhere
OG0013548	Cx_pallens	False	1	1	rna-XM_0382581931	gene-LOC6047908	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012238	shell	True	same_gene_elsewhere
OG0013551	Cx_pallens	False	1	1	rna-XM_0018649942	gene-LOC6048058	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012244	shell	True	same_gene_elsewhere
OG0013560	Cx_pallens	False	1	1	rna-XM_0382535661	gene-LOC6048798	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012258	shell	True	same_gene_elsewhere
OG0013561	Cx_pallens	False	1	1	rna-XM_0382616381	gene-LOC6048847	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012260	shell	True	same_gene_elsewhere
OG0013568	Cx_pallens	False	1	1	rna-XM_0382606171	gene-LOC6049638	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012274	shell	True	same_gene_elsewhere
OG0013570	Cx_pallens	False	1	1	rna-XM_0382572991	gene-LOC6049831	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012279	shell	True	same_gene_elsewhere
OG0013571	Cx_pallens	False	1	1	rna-XM_0382581651	gene-LOC6049834	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012280	shell	True	same_gene_elsewhere
OG0013577	Cx_pallens	False	1	1	rna-XM_0382481461	gene-LOC6050264	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0001113	core	True	same_gene_elsewhere
OG0013578	Cx_pallens	False	1	1	rna-XM_0018669112	gene-LOC6050316	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012291	shell	True	same_gene_elsewhere
OG0013589	Cx_pallens	False	1	1	rna-XM_0382501971	gene-LOC6051527	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000832	core	True	same_gene_elsewhere
OG0013591	Cx_pallens	False	1	1	rna-XM_0382487621	gene-LOC6051622	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012320	shell	True	same_gene_elsewhere
OG0013595	Cx_pallens	False	1	1	rna-XM_0382501361	gene-LOC6052487	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012339	shell	True	same_gene_elsewhere
OG0013597	Cx_pallens	False	1	1	rna-XM_0382483591	gene-LOC6052598	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000146	core	True	same_gene_elsewhere
OG0013599	Cx_pallens	False	1	1	rna-XM_0382523251	gene-LOC6053099	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012350	shell	True	same_gene_elsewhere
OG0013604	Cx_pallens	False	1	1	rna-XM_0382485311	gene-LOC6053321	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012358	shell	True	same_gene_elsewhere
OG0013609	Cx_pallens	False	1	1	rna-XM_0382589341	gene-LOC6054337	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0000250,OG0013275	core,shell	True	same_gene_elsewhere
OG0013613	Cx_pallens	False	1	1	rna-XM_0382644951	gene-LOC6054662	Cx_molestus,Cx_pipiens,Cx_quinquefasciatus	OG0012377	shell	True	same_gene_elsewhere
OG0013616	Cx_pipiens	False	1	1	rna-XM_0382579001	gene-LOC119765019	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011698	shell	True	same_gene_elsewhere
OG0013621	Cx_pipiens	False	1	1	rna-XM_0382502941	gene-LOC119765982	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011724	shell	True	same_gene_elsewhere
OG0013625	Cx_pipiens	False	1	1	rna-XM_0382517691	gene-LOC119766649	Cx_molestus,Cx_quinquefasciatus	unassigned	unassigned	True	same_gene_elsewhere
OG0013626	Cx_pipiens	False	1	1	rna-XM_0382561291	gene-LOC119767467	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011771	shell	True	same_gene_elsewhere
OG0013628	Cx_pipiens	False	2	0	rna-XM_0382562711,rna-XM_0382572141	gene-LOC119767516,gene-LOC119767766	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000905,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013630	Cx_pipiens	False	2	0	rna-XM_0382564601,rna-XM_0382609721	gene-LOC119767572,gene-LOC119769073	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0001104	shell	True	same_gene_elsewhere
OG0013637	Cx_pipiens	False	1	1	rna-XM_0382607911	gene-LOC119768952	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0001628	shell	True	same_gene_elsewhere
OG0013638	Cx_pipiens	False	1	1	rna-XM_0382612041	gene-LOC119769261	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000772	core	True	same_gene_elsewhere
OG0013641	Cx_pipiens	False	1	1	rna-XM_0382612691	gene-LOC119769292	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000763	core	True	same_gene_elsewhere
OG0013644	Cx_pipiens	False	1	1	rna-XM_0382631311	gene-LOC119769702	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000943	core	True	same_gene_elsewhere
OG0013646	Cx_pipiens	False	1	1	rna-XM_0382639881	gene-LOC119769985	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012953,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013651	Cx_pipiens	False	1	1	rna-XM_0382610911	gene-LOC6030782	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0008558	shell	True	same_gene_elsewhere
OG0013652	Cx_pipiens	False	1	1	rna-XM_0382660781	gene-LOC6030876	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011858	shell	True	same_gene_elsewhere
OG0013654	Cx_pipiens	False	1	1	rna-XM_0382659271	gene-LOC6031128	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011867	shell	True	same_gene_elsewhere
OG0013655	Cx_pipiens	False	1	1	rna-XM_0382565591	gene-LOC6031277	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000680	core	True	same_gene_elsewhere
OG0013656	Cx_pipiens	False	1	1	rna-XM_0382552501	gene-LOC6031402	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011872	shell	True	same_gene_elsewhere
OG0013657	Cx_pipiens	False	1	1	rna-XM_0382494841	gene-LOC6031555	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011874	shell	True	same_gene_elsewhere
OG0013658	Cx_pipiens	False	1	1	rna-XM_0382669391	gene-LOC6031608	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011875	shell	True	same_gene_elsewhere
OG0013662	Cx_pipiens	False	1	1	rna-XM_0382568191	gene-LOC6031934	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011881	shell	True	same_gene_elsewhere
OG0013663	Cx_pipiens	False	1	1	rna-XM_0382525841	gene-LOC6031965	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000718	core	True	same_gene_elsewhere
OG0013665	Cx_pipiens	False	1	1	rna-XM_0382555751	gene-LOC6032000	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000047	core	True	same_gene_elsewhere
OG0013666	Cx_pipiens	False	1	1	rna-XM_0018428292	gene-LOC6032243	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000299	core	True	same_gene_elsewhere
OG0013667	Cx_pipiens	False	1	1	rna-XM_0382643481	gene-LOC6032244	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0001024	core	True	same_gene_elsewhere
OG0013669	Cx_pipiens	False	1	1	rna-XM_0382560251	gene-LOC6032468	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0001672	core	True	same_gene_elsewhere
OG0013670	Cx_pipiens	False	1	1	rna-XM_0382525681	gene-LOC6032491	Cx_pallens,Cx_quinquefasciatus	OG0007760	shell	True	same_gene_elsewhere
OG0013672	Cx_pipiens	False	1	1	rna-XM_0382602781	gene-LOC6032506	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011889	shell	True	same_gene_elsewhere
OG0013673	Cx_pipiens	False	1	1	rna-XM_0382618601	gene-LOC6032562	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011890	shell	True	same_gene_elsewhere
OG0013674	Cx_pipiens	False	1	1	rna-XM_0382493181	gene-LOC6032672	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011892	shell	True	same_gene_elsewhere
OG0013675	Cx_pipiens	False	1	1	rna-XM_0382661011	gene-LOC6032713	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011894	shell	True	same_gene_elsewhere
OG0013676	Cx_pipiens	False	1	1	rna-XM_0382511241	gene-LOC6032916	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011898	shell	True	same_gene_elsewhere
OG0013679	Cx_pipiens	False	1	1	rna-XM_0382498551	gene-LOC6033674	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0001031	core	True	same_gene_elsewhere
OG0013680	Cx_pipiens	False	1	1	rna-XM_0382608911	gene-LOC6033985	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011916	shell	True	same_gene_elsewhere
OG0013682	Cx_pipiens	False	1	1	rna-XM_0382502451	gene-LOC6034219	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011923	shell	True	same_gene_elsewhere
OG0013683	Cx_pipiens	False	1	1	rna-XM_0018446352	gene-LOC6034369	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000020	core	True	same_gene_elsewhere
OG0013684	Cx_pipiens	False	1	1	rna-XM_0382490541	gene-LOC6034424	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000805	core	True	same_gene_elsewhere
OG0013685	Cx_pipiens	False	1	1	rna-XM_0382538431	gene-LOC6034678	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011928	shell	True	same_gene_elsewhere
OG0013686	Cx_pipiens	False	1	1	rna-XM_0382516151	gene-LOC6034903	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011934	shell	True	same_gene_elsewhere
OG0013688	Cx_pipiens	False	1	1	rna-XM_0382496471	gene-LOC6035090	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011938	shell	True	same_gene_elsewhere
OG0013690	Cx_pipiens	False	1	1	rna-XM_0382548531	gene-LOC6035249	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011942	shell	True	same_gene_elsewhere
OG0013691	Cx_pipiens	False	1	1	rna-XM_0018454262	gene-LOC6035253	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011943	shell	True	same_gene_elsewhere
OG0013692	Cx_pipiens	False	1	1	rna-XM_0382669871	gene-LOC6035559	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011949	shell	True	same_gene_elsewhere
OG0013696	Cx_pipiens	False	1	1	rna-XM_0382613001	gene-LOC6036247	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011967	shell	True	same_gene_elsewhere
OG0013698	Cx_pipiens	False	1	1	rna-XM_0018462802	gene-LOC6036265	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011969	shell	True	same_gene_elsewhere
OG0013702	Cx_pipiens	False	1	1	rna-XM_0018469332	gene-LOC6037022	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011983	shell	True	same_gene_elsewhere
OG0013704	Cx_pipiens	False	1	1	rna-XM_0382528861	gene-LOC6037447	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011990	shell	True	same_gene_elsewhere
OG0013705	Cx_pipiens	False	1	1	rna-XM_0382526701	gene-LOC6037528	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0001118,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013706	Cx_pipiens	False	1	1	rna-XM_0382598801	gene-LOC6037620	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0011994	shell	True	same_gene_elsewhere
OG0013708	Cx_pipiens	False	1	1	rna-XM_0382508931	gene-LOC6038065	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012005	shell	True	same_gene_elsewhere
OG0013709	Cx_pipiens	False	1	1	rna-XM_0382575611	gene-LOC6038082	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012007	shell	True	same_gene_elsewhere
OG0013710	Cx_pipiens	False	1	1	rna-XM_0382654771	gene-LOC6038140	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012009	shell	True	same_gene_elsewhere
OG0013712	Cx_pipiens	False	1	1	rna-XM_0382514421	gene-LOC6038615	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012019	shell	True	same_gene_elsewhere
OG0013713	Cx_pipiens	False	1	1	rna-XM_0382589231	gene-LOC6038667	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012021	shell	True	same_gene_elsewhere
OG0013714	Cx_pipiens	False	1	1	rna-XM_0382528141	gene-LOC6038883	Cx_molestus,Cx_quinquefasciatus	OG0013103	shell	True	same_gene_elsewhere
OG0013715	Cx_pipiens	False	1	1	rna-XM_0382635241	gene-LOC6038987	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012027	shell	True	same_gene_elsewhere
OG0013716	Cx_pipiens	False	1	1	rna-XM_0018487572	gene-LOC6039154	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0001241	shell	True	same_gene_elsewhere
OG0013718	Cx_pipiens	False	1	1	rna-XM_0382587721	gene-LOC6039284	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0007850,OG0012848	cloud,shell	True	same_gene_elsewhere
OG0013719	Cx_pipiens	False	1	1	rna-XM_0382589381	gene-LOC6039523	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012037	shell	True	same_gene_elsewhere
OG0013722	Cx_pipiens	False	1	1	rna-XM_0382492531	gene-LOC6039669	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0009709	shell	True	same_gene_elsewhere
OG0013724	Cx_pipiens	False	1	1	rna-XM_0382617361	gene-LOC6039822	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012048	shell	True	same_gene_elsewhere
OG0013725	Cx_pipiens	False	1	1	rna-XM_0382632811	gene-LOC6040153	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012054	shell	True	same_gene_elsewhere
OG0013726	Cx_pipiens	False	1	1	rna-XM_0382581341	gene-LOC6040361	Cx_pallens,Cx_quinquefasciatus	OG0013472	shell	True	same_gene_elsewhere
OG0013728	Cx_pipiens	False	1	1	rna-XM_0382670141	gene-LOC6040943	Cx_molestus,Cx_quinquefasciatus	OG0000284	core	True	same_gene_elsewhere
OG0013729	Cx_pipiens	False	1	1	rna-XM_0382620281	gene-LOC6040951	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000138	core	True	same_gene_elsewhere
OG0013731	Cx_pipiens	False	1	1	rna-XM_0018505872	gene-LOC6041374	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012081	shell	True	same_gene_elsewhere
OG0013732	Cx_pipiens	False	1	1	rna-XM_0382536871	gene-LOC6041375	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012082	shell	True	same_gene_elsewhere
OG0013734	Cx_pipiens	False	1	1	rna-XM_0382627311	gene-LOC6042057	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012103	shell	True	same_gene_elsewhere
OG0013736	Cx_pipiens	False	1	1	rna-XM_0382513511	gene-LOC6042195	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012109	shell	True	same_gene_elsewhere
OG0013737	Cx_pipiens	False	1	1	rna-XM_0382623211	gene-LOC6042211	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012110	shell	True	same_gene_elsewhere
OG0013738	Cx_pipiens	False	1	1	rna-XM_0018514282	gene-LOC6042348	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012117	shell	True	same_gene_elsewhere
OG0013739	Cx_pipiens	False	1	1	rna-XM_0382579991	gene-LOC6042519	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012120	shell	True	same_gene_elsewhere
OG0013741	Cx_pipiens	False	1	1	rna-XM_0018533132	gene-LOC6042669	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012124	shell	True	same_gene_elsewhere
OG0013744	Cx_pipiens	False	1	1	rna-XM_0382612051	gene-LOC6043141	Cx_molestus,Cx_quinquefasciatus	OG0000729,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013746	Cx_pipiens	False	1	1	rna-XM_0018579462	gene-LOC6043257	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012136	shell	True	same_gene_elsewhere
OG0013747	Cx_pipiens	False	1	1	rna-XM_0018614322	gene-LOC6043885	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012147	shell	True	same_gene_elsewhere
OG0013751	Cx_pipiens	False	1	1	rna-XM_0382598671	gene-LOC6044644	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012168	shell	True	same_gene_elsewhere
OG0013752	Cx_pipiens	False	1	1	rna-XM_0018621752	gene-LOC6044747	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012169	shell	True	same_gene_elsewhere
OG0013753	Cx_pipiens	False	1	1	rna-XM_0018622102	gene-LOC6044786	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012171	shell	True	same_gene_elsewhere
OG0013754	Cx_pipiens	False	1	1	rna-XM_0382644811	gene-LOC6044825	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0013519,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013755	Cx_pipiens	False	1	1	rna-XM_0382659381	gene-LOC6045998	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0001032	core	True	same_gene_elsewhere
OG0013758	Cx_pipiens	False	1	1	rna-XM_0018634242	gene-LOC6046231	Cx_pallens,Cx_quinquefasciatus	OG0013530	shell	True	same_gene_elsewhere
OG0013759	Cx_pipiens	False	1	1	rna-XM_0382632091	gene-LOC6046271	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0001763	core	True	same_gene_elsewhere
OG0013762	Cx_pipiens	False	1	1	rna-XM_0382483461	gene-LOC6046422	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012198	shell	True	same_gene_elsewhere
OG0013763	Cx_pipiens	False	1	1	rna-XM_0018636542	gene-LOC6046503	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012205	shell	True	same_gene_elsewhere
OG0013764	Cx_pipiens	False	1	1	rna-XM_0018636712	gene-LOC6046531	Cx_pallens,Cx_quinquefasciatus	OG0013533	shell	True	same_gene_elsewhere
OG0013767	Cx_pipiens	False	1	1	rna-XM_0382568831	gene-LOC6046680	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012209	shell	True	same_gene_elsewhere
OG0013768	Cx_pipiens	False	1	1	rna-XM_0382503621	gene-LOC6046996	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012216	shell	True	same_gene_elsewhere
OG0013769	Cx_pipiens	False	1	1	rna-XM_0382604721	gene-LOC6047019	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012217	shell	True	same_gene_elsewhere
OG0013770	Cx_pipiens	False	1	1	rna-XM_0382483861	gene-LOC6047021	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012218	shell	True	same_gene_elsewhere
OG0013771	Cx_pipiens	False	1	1	rna-XM_0018640962	gene-LOC6047025	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000860	core	True	same_gene_elsewhere
OG0013774	Cx_pipiens	False	1	1	rna-XM_0382647101	gene-LOC6047338	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0000271,unassigned	core,unassigned	True	same_gene_elsewhere
OG0013775	Cx_pipiens	False	1	1	rna-XM_0382559661	gene-LOC6047408	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012231	shell	True	same_gene_elsewhere
OG0013780	Cx_pipiens	False	1	1	rna-XM_0018651112	gene-LOC6048192	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012247	shell	True	same_gene_elsewhere
OG0013781	Cx_pipiens	False	1	1	rna-XM_0018652892	gene-LOC6048406	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012252	shell	True	same_gene_elsewhere
OG0013782	Cx_pipiens	False	1	1	rna-XM_0382624131	gene-LOC6048514	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0013556,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013784	Cx_pipiens	False	1	1	rna-XM_0382645101	gene-LOC6048548	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0013557,unassigned	shell,unassigned	True	same_gene_elsewhere
OG0013789	Cx_pipiens	False	1	1	rna-XM_0382648491	gene-LOC6049547	Cx_pallens,Cx_quinquefasciatus	OG0013567	shell	True	same_gene_elsewhere
OG0013790	Cx_pipiens	False	1	1	rna-XM_0018663082	gene-LOC6049616	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012272	shell	True	same_gene_elsewhere
OG0013791	Cx_pipiens	False	1	1	rna-XM_0382551041	gene-LOC6049844	Cx_molestus,Cx_quinquefasciatus	OG0013243	shell	True	same_gene_elsewhere
OG0013793	Cx_pipiens	False	1	1	rna-XM_0018665342	gene-LOC6049879	Cx_pallens,Cx_quinquefasciatus	OG0007769	shell	True	same_gene_elsewhere
OG0013794	Cx_pipiens	False	1	1	rna-XM_0018666932	gene-LOC6050061	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0010514,OG0013245	shell	True	same_gene_elsewhere
OG0013795	Cx_pipiens	False	1	1	rna-XM_0018667722	gene-LOC6050157	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0001269	core	True	same_gene_elsewhere
OG0013796	Cx_pipiens	False	1	1	rna-XM_0382593451	gene-LOC6050321	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012292	shell	True	same_gene_elsewhere
OG0013798	Cx_pipiens	False	1	1	rna-XM_0382516741	gene-LOC6050974	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012306	shell	True	same_gene_elsewhere
OG0013799	Cx_pipiens	False	1	1	rna-XM_0382524601	gene-LOC6051040	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012309	shell	True	same_gene_elsewhere
OG0013801	Cx_pipiens	False	1	1	rna-XM_0382548451	gene-LOC6051162	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012311	shell	True	same_gene_elsewhere
OG0013804	Cx_pipiens	False	1	1	rna-XM_0018681262	gene-LOC6051789	Cx_molestus,Cx_quinquefasciatus	OG0000250	core	True	same_gene_elsewhere
OG0013806	Cx_pipiens	False	1	1	rna-XM_0382667451	gene-LOC6052346	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012336	shell	True	same_gene_elsewhere
OG0013809	Cx_pipiens	False	1	1	rna-XM_0382583891	gene-LOC6052723	Cx_quinquefasciatus	OG0002613	core	True	same_gene_elsewhere
OG0013810	Cx_pipiens	False	1	1	rna-XM_0382556031	gene-LOC6052820	Cx_molestus,Cx_quinquefasciatus	OG0013267	shell	True	same_gene_elsewhere
OG0013811	Cx_pipiens	False	1	1	rna-XM_0382621731	gene-LOC6052878	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012346	shell	True	same_gene_elsewhere
OG0013814	Cx_pipiens	False	1	1	rna-XM_0382556921	gene-LOC6053284	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0012357	shell	True	same_gene_elsewhere
OG0013815	Cx_pipiens	False	1	1	rna-XM_0382664741	gene-LOC6054479	Cx_molestus,Cx_pallens,Cx_quinquefasciatus	OG0001120	core	True	same_gene_elsewhere
OG0013816	Cx_quinquefasciatus	True	1	1	rna-XM_0382484101	gene-LOC119765153				False	no_counterpart
OG0013817	Cx_quinquefasciatus	True	1	1	rna-XM_0382485451	gene-LOC119765183	Cx_molestus,Cx_pallens,Cx_pipiens	OG0011703	shell	False	same_gene_elsewhere
OG0013818	Cx_quinquefasciatus	True	2	0	rna-XM_0382493671,rna-XM_0382600871	gene-LOC119765471,gene-LOC119768808	Cx_molestus,Cx_pallens,Cx_pipiens	OG0001005,unassigned	shell,unassigned	False	same_gene_elsewhere
OG0013819	Cx_quinquefasciatus	True	1	1	rna-XM_0382498461	gene-LOC119765602	Cx_molestus,Cx_pallens,Cx_pipiens	OG0011716	shell	False	same_gene_elsewhere
OG0013820	Cx_quinquefasciatus	True	1	1	rna-XM_0382502191	gene-LOC119765941	Cx_molestus,Cx_pallens,Cx_pipiens	OG0011722	shell	False	same_gene_elsewhere
OG0013821	Cx_quinquefasciatus	True	1	1	rna-XM_0382504311	gene-LOC119766061	Cx_pallens,Cx_pipiens	OG0013297	shell	False	same_gene_elsewhere
